	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
1621	http://purl.obolibrary.org/obo/BFO_0000015		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1622	http://purl.obolibrary.org/obo/BFO_0000015		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1623	http://purl.obolibrary.org/obo/CHMO_0000997		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1624	http://purl.obolibrary.org/obo/CHMO_0000997		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1625	http://purl.obolibrary.org/obo/CHMO_0000997		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1626	http://purl.obolibrary.org/obo/CHMO_0001688		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1627	http://purl.obolibrary.org/obo/CHMO_0001688		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1628	http://purl.obolibrary.org/obo/CHMO_0001688		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1629	http://purl.obolibrary.org/obo/CHMO_0002820		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1630	http://purl.obolibrary.org/obo/CHMO_0002820		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1631	http://purl.obolibrary.org/obo/CHMO_0002820		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1632	http://purl.obolibrary.org/obo/CHMO_0001021		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1633	http://purl.obolibrary.org/obo/CHMO_0001021		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1634	http://purl.obolibrary.org/obo/CHMO_0001021		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1635	http://purl.obolibrary.org/obo/CHMO_0000960		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1636	http://purl.obolibrary.org/obo/CHMO_0000960		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1637	http://purl.obolibrary.org/obo/CHMO_0000960		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1638	http://purl.obolibrary.org/obo/BFO_0000023		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1639	http://purl.obolibrary.org/obo/BFO_0000023		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1640	http://purl.obolibrary.org/obo/BFO_0000023		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1641	http://purl.obolibrary.org/obo/OBCS_0000058		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1642	http://purl.obolibrary.org/obo/OBCS_0000058		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1643	http://purl.obolibrary.org/obo/OBCS_0000058		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1644	http://purl.obolibrary.org/obo/CHMO_0002793		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1645	http://purl.obolibrary.org/obo/CHMO_0002793		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1646	http://purl.obolibrary.org/obo/CHMO_0002793		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1647	http://purl.obolibrary.org/obo/CHEBI_35255		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1648	http://purl.obolibrary.org/obo/CHEBI_35255		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1649	http://purl.obolibrary.org/obo/CHEBI_35255		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1650	http://purl.obolibrary.org/obo/CHMO_0002808		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1651	http://purl.obolibrary.org/obo/CHMO_0002808		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1652	http://purl.obolibrary.org/obo/CHMO_0002808		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1653	http://purl.obolibrary.org/obo/CHMO_0002740		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1654	http://purl.obolibrary.org/obo/CHMO_0002740		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1655	http://purl.obolibrary.org/obo/CHMO_0002740		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1656	http://purl.obolibrary.org/obo/CHMO_0002742		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1657	http://purl.obolibrary.org/obo/CHMO_0002742		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1658	http://purl.obolibrary.org/obo/CHMO_0002742		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1659	http://purl.obolibrary.org/obo/CHMO_0002743		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1660	http://purl.obolibrary.org/obo/CHMO_0002743		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1661	http://purl.obolibrary.org/obo/CHMO_0002743		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1662	http://purl.obolibrary.org/obo/CHMO_0002196		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1663	http://purl.obolibrary.org/obo/CHMO_0002196		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1664	http://purl.obolibrary.org/obo/CHMO_0002196		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1665	http://purl.obolibrary.org/obo/OBI_0001032		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1666	http://purl.obolibrary.org/obo/OBI_0001032		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1667	http://purl.obolibrary.org/obo/OBI_0001032		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1668	http://purl.obolibrary.org/obo/OBI_0400065		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1669	http://purl.obolibrary.org/obo/OBI_0400065		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1670	http://purl.obolibrary.org/obo/OBI_0400065		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1671	http://purl.obolibrary.org/obo/CHMO_0001125		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1672	http://purl.obolibrary.org/obo/CHMO_0001125		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1673	http://purl.obolibrary.org/obo/CHMO_0001125		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1674	http://purl.obolibrary.org/obo/CHMO_0010011		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1675	http://purl.obolibrary.org/obo/CHMO_0010011		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1676	http://purl.obolibrary.org/obo/CHMO_0010011		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1677	http://purl.obolibrary.org/obo/OBI_0001061		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1678	http://purl.obolibrary.org/obo/OBI_0001061		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1679	http://purl.obolibrary.org/obo/OBI_0001061		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1680	http://purl.obolibrary.org/obo/CHMO_0001378		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1681	http://purl.obolibrary.org/obo/CHMO_0001378		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1682	http://purl.obolibrary.org/obo/CHMO_0001378		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1683	http://purl.obolibrary.org/obo/CHMO_0000103		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1684	http://purl.obolibrary.org/obo/CHMO_0000103		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1685	http://purl.obolibrary.org/obo/CHMO_0000103		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1686	http://purl.obolibrary.org/obo/CHEBI_60004		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1687	http://purl.obolibrary.org/obo/CHEBI_60004		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1688	http://purl.obolibrary.org/obo/CHEBI_60004		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1689	http://purl.obolibrary.org/obo/CHEBI_60027		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1690	http://purl.obolibrary.org/obo/CHEBI_60027		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1691	http://purl.obolibrary.org/obo/CHEBI_60027		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1692	http://purl.obolibrary.org/obo/CHMO_0002244		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1693	http://purl.obolibrary.org/obo/CHMO_0002244		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1694	http://purl.obolibrary.org/obo/CHMO_0002244		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1695	http://purl.obolibrary.org/obo/CHMO_0002536		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1696	http://purl.obolibrary.org/obo/CHMO_0002536		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1697	http://purl.obolibrary.org/obo/CHMO_0002536		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1698	http://purl.obolibrary.org/obo/CHMO_0000067		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1699	http://purl.obolibrary.org/obo/CHMO_0000067		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1700	http://purl.obolibrary.org/obo/CHMO_0000067		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1701	http://purl.obolibrary.org/obo/CHEBI_50796		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1702	http://purl.obolibrary.org/obo/CHEBI_50796		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1703	http://purl.obolibrary.org/obo/CHEBI_50796		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1704	http://purl.obolibrary.org/obo/CHMO_0010003		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1705	http://purl.obolibrary.org/obo/CHMO_0010003		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1706	http://purl.obolibrary.org/obo/CHMO_0010003		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1707	http://purl.obolibrary.org/obo/CHMO_0001522		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1708	http://purl.obolibrary.org/obo/CHMO_0001522		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1709	http://purl.obolibrary.org/obo/CHMO_0001522		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1710	http://purl.obolibrary.org/obo/CHMO_0002232		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1711	http://purl.obolibrary.org/obo/CHMO_0002232		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1712	http://purl.obolibrary.org/obo/CHMO_0002232		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1713	http://purl.obolibrary.org/obo/CHMO_0002231		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1714	http://purl.obolibrary.org/obo/CHMO_0002231		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1715	http://purl.obolibrary.org/obo/CHMO_0002231		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1716	http://purl.obolibrary.org/obo/CHMO_0002831		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1717	http://purl.obolibrary.org/obo/CHMO_0002831		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1718	http://purl.obolibrary.org/obo/CHMO_0002831		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1719	http://purl.obolibrary.org/obo/IAO_0000030		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1720	http://purl.obolibrary.org/obo/IAO_0000030		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1721	http://purl.obolibrary.org/obo/IAO_0000030		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1722	http://purl.obolibrary.org/obo/BFO_0000034		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1723	http://purl.obolibrary.org/obo/BFO_0000034		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1724	http://purl.obolibrary.org/obo/BFO_0000034		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1725	http://purl.obolibrary.org/obo/OBI_0001042		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1726	http://purl.obolibrary.org/obo/OBI_0001042		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1727	http://purl.obolibrary.org/obo/OBI_0001042		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1728	http://purl.obolibrary.org/obo/CHMO_0002787		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1729	http://purl.obolibrary.org/obo/CHMO_0002787		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1730	http://purl.obolibrary.org/obo/CHMO_0002787		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1731	http://purl.obolibrary.org/obo/OBI_0600014		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1732	http://purl.obolibrary.org/obo/OBI_0600014		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1733	http://purl.obolibrary.org/obo/OBI_0600014		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1734	http://purl.obolibrary.org/obo/CHMO_0002109		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1735	http://purl.obolibrary.org/obo/CHMO_0002109		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1736	http://purl.obolibrary.org/obo/CHMO_0002109		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1737	http://purl.obolibrary.org/obo/CHMO_0001577		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1738	http://purl.obolibrary.org/obo/CHMO_0001577		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1739	http://purl.obolibrary.org/obo/CHMO_0001577		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1740	http://purl.obolibrary.org/obo/BFO_0000019		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1741	http://purl.obolibrary.org/obo/BFO_0000019		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1742	http://purl.obolibrary.org/obo/BFO_0000019		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1743	http://purl.obolibrary.org/obo/OBI_0000073		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1744	http://purl.obolibrary.org/obo/OBI_0000073		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1745	http://purl.obolibrary.org/obo/OBI_0000073		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1746	http://purl.obolibrary.org/obo/CHEBI_50803		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1747	http://purl.obolibrary.org/obo/CHEBI_50803		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1748	http://purl.obolibrary.org/obo/CHEBI_50803		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1749	http://purl.obolibrary.org/obo/CHMO_0000950		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1750	http://purl.obolibrary.org/obo/CHMO_0000950		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1751	http://purl.obolibrary.org/obo/CHMO_0000950		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1752	http://purl.obolibrary.org/obo/CHMO_0000953		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1753	http://purl.obolibrary.org/obo/CHMO_0000953		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1754	http://purl.obolibrary.org/obo/CHMO_0000953		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1755	http://purl.obolibrary.org/obo/OBI_0000838		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1756	http://purl.obolibrary.org/obo/OBI_0000838		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1757	http://purl.obolibrary.org/obo/OBI_0000838		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1758	http://purl.obolibrary.org/obo/OBI_0000968		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1759	http://purl.obolibrary.org/obo/OBI_0000968		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1760	http://purl.obolibrary.org/obo/OBI_0000968		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1761	http://purl.obolibrary.org/obo/CHMO_0002815		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1762	http://purl.obolibrary.org/obo/CHMO_0002815		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1763	http://purl.obolibrary.org/obo/CHMO_0002815		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1764	http://purl.obolibrary.org/obo/OBI_0000796		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1765	http://purl.obolibrary.org/obo/OBI_0000796		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1766	http://purl.obolibrary.org/obo/OBI_0000796		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1767	http://purl.obolibrary.org/obo/CHMO_0002866		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1768	http://purl.obolibrary.org/obo/CHMO_0002866		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1769	http://purl.obolibrary.org/obo/CHMO_0002866		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1770	http://purl.obolibrary.org/obo/CHEBI_23367		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1771	http://purl.obolibrary.org/obo/CHEBI_23367		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1772	http://purl.obolibrary.org/obo/CHEBI_23367		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1773	http://purl.obolibrary.org/obo/OBI_0000011		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1774	http://purl.obolibrary.org/obo/OBI_0000011		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1775	http://purl.obolibrary.org/obo/OBI_0000011		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1776	http://purl.obolibrary.org/obo/CHMO_0002166		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1777	http://purl.obolibrary.org/obo/CHMO_0002166		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1778	http://purl.obolibrary.org/obo/CHMO_0002166		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1779	http://purl.obolibrary.org/obo/BFO_0000040		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1780	http://purl.obolibrary.org/obo/BFO_0000040		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1781	http://purl.obolibrary.org/obo/BFO_0000040		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1782	http://purl.obolibrary.org/obo/CHMO_0001102		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1783	http://purl.obolibrary.org/obo/CHMO_0001102		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1784	http://purl.obolibrary.org/obo/CHMO_0001102		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1785	http://purl.obolibrary.org/obo/CHMO_0000987		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1786	http://purl.obolibrary.org/obo/CHMO_0000987		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1787	http://purl.obolibrary.org/obo/CHMO_0000987		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1788	http://purl.obolibrary.org/obo/CHMO_0000982		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1789	http://purl.obolibrary.org/obo/CHMO_0000982		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1790	http://purl.obolibrary.org/obo/CHMO_0000982		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1791	http://purl.obolibrary.org/obo/CHMO_0001287		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1792	http://purl.obolibrary.org/obo/CHMO_0001287		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1793	http://purl.obolibrary.org/obo/CHMO_0001287		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1794	http://purl.obolibrary.org/obo/CHEBI_28262		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1795	http://purl.obolibrary.org/obo/CHEBI_28262		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1796	http://purl.obolibrary.org/obo/CHEBI_28262		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1797	http://purl.obolibrary.org/obo/OBI_0400064		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1798	http://purl.obolibrary.org/obo/OBI_0400064		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1799	http://purl.obolibrary.org/obo/OBI_0400064		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1800	http://purl.obolibrary.org/obo/OBI_0000443		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1801	http://purl.obolibrary.org/obo/OBI_0000443		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1802	http://purl.obolibrary.org/obo/OBI_0000443		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1803	http://purl.obolibrary.org/obo/CHMO_0000322		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1804	http://purl.obolibrary.org/obo/CHMO_0000322		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1805	http://purl.obolibrary.org/obo/CHMO_0000322		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1806	http://purl.obolibrary.org/obo/CHEBI_50594		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1807	http://purl.obolibrary.org/obo/CHEBI_50594		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1808	http://purl.obolibrary.org/obo/CHEBI_50594		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1809	http://purl.obolibrary.org/obo/CHMO_0001059		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1810	http://purl.obolibrary.org/obo/CHMO_0001059		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1811	http://purl.obolibrary.org/obo/CHMO_0001059		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1812	http://purl.obolibrary.org/obo/CHMO_0002265		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1813	http://purl.obolibrary.org/obo/CHMO_0002265		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
