	count	term	ror_id	ror_label	priority	exact_match?
582	85	Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México	https://ror.org/01tmp8f25	National Autonomous University of Mexico	3	False
583	85	Eusko Jaurlaritza	https://ror.org/00pz2fp31	Basque Government	3	False
584	85	Hungarian Academy of Sciences	https://ror.org/02ks8qq67	Hungarian Academy of Sciences	3	True
585	85	MINECO	Error	No items	3	False
586	85	Merck Sharp and Dohme	https://ror.org/03cnjaa38		3	False
587	85	Ministry of Education, Science and Technology	https://ror.org/0270k0c71	Ministry of Education Science and Technology	3	False
588	85	Shanghai Municipal Education Commission	https://ror.org/05tewj457	Shanghai Municipal Education Commission	3	True
589	85	USAID	https://ror.org/01n6e6j62	USAID	3	True
590	84	Agency for Science, Technology and Research	https://ror.org/036wvzt09	Agency for Science, Technology and Research	3	True
591	84	Alzheimer&apos;s Association	Error	No items	3	False
592	84	NHMRC	https://ror.org/011kf5r70	NHMRC	3	True
593	84	Sichuan Province Science and Technology Support Program	https://ror.org/04323m874	Science and Technology Department of Sichuan Province	3	False
594	84	University of Zurich	https://ror.org/02crff812	University of Zurich	3	True
595	83	Division of Chemical, Bioengineering, Environmental, and Transport Systems	https://ror.org/0471zv972	Division of Chemical, Bioengineering, Environmental, and Transport Systems	3	True
596	83	Fondation Leducq	https://ror.org/01czwga19	Fondation Leducq	3	True
597	83	Hungarian Scientific Research Fund	https://ror.org/00ppegh42	Scientific Research Support Fund	3	False
598	83	New Energy and Industrial Technology Development Organization	https://ror.org/0055k7a87	New Energy and Industrial Technology Development Organization	3	True
599	83	U.S. Department of Health &amp; Human Services | NIH | National Heart, Lung, and Blood Institute	Error	No items	1	False
600	83	Österreichische Forschungsförderungsgesellschaft	https://ror.org/028jc0449	Austrian Research Promotion Agency	3	False
601	82	Chang Gung Memorial Hospital, Linkou	https://ror.org/02dnn6q67	Linkou Chang Gung Memorial Hospital	3	False
602	82	Division of Graduate Education	https://ror.org/00whkrf32	Division of Graduate Education	3	True
603	82	Doris Duke Charitable Foundation	https://ror.org/04n65rp89	Doris Duke Charitable Foundation	3	True
604	82	National Research Council of Thailand	https://ror.org/018wfhg78	National Research Council of Thailand	3	True
605	82	National Science and Technology Council	https://ror.org/00wnb9798	National Science and Technology Council	3	True
606	82	Pew Charitable Trusts	https://ror.org/02xhk2825	Pew Charitable Trusts	3	True
607	82	Polish Ministry of Science and Higher Education	https://ror.org/05dwvd537	Ministry of Science and Higher Education	3	False
608	82	Shanghai Jiao Tong University	https://ror.org/0220qvk04	Shanghai Jiao Tong University	3	True
609	81	Institut Pasteur	https://ror.org/0495fxg12	Institut Pasteur	3	True
610	81	James S. McDonnell Foundation	https://ror.org/03dy4aq19	James S. McDonnell Foundation	3	True
611	81	Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja	https://ror.org/03tqbke55	Ministry of Science and Technology	3	False
612	81	Ministry of Health	https://ror.org/03mcwam86	Ministry of Health	3	True
613	81	Natural Science Foundation of Chongqing	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
614	81	Natural Science Foundation of Hebei Province	https://ror.org/0000yrh61	Hospital of Hebei Province	3	False
615	80	DER - Pediatric Trauma and Critical Illness Branch (PTCIB)	https://ror.org/01bhvb147	Critical Illness & Trauma Foundation	3	False
616	80	Departamento Administrativo de Ciencia, Tecnología e Innovación	https://ror.org/03fd5ne08		3	False
617	80	Ministero dell?Istruzione, dell?Universit? e della Ricerca	https://ror.org/0341vw408	Ministry of Universities and Research	3	False
618	80	Ministry of Science and Technology of Taiwan	https://ror.org/02b207r52	Ministry of Science and Technology	3	False
619	80	RCUK | Natural Environment Research Council	https://ror.org/02b5d8509	Natural Environment Research Council	3	False
620	79	Department of Science and Technology	https://ror.org/0101xrq71	Department of Science and Technology	3	True
621	79	EC | H2020 | H2020 Priority Excellent Science | H2020 European Research Council (ERC)	https://ror.org/0472cxd90	European Research Council	3	False
622	79	European Union’s Horizon 2020	https://ror.org/0254y9b08		3	False
623	79	Indian Council of Agricultural Research	https://ror.org/04fw54a43	Indian Council of Agricultural Research	3	True
624	79	NIDDK	https://ror.org/00adh9b73	NIDDK	3	True
625	79	National Taiwan University Hospital	https://ror.org/03nteze27	National Taiwan University Hospital	3	True
626	79	National University of Singapore	https://ror.org/01tgyzw49	National University of Singapore	3	True
627	79	Taipei Veterans General Hospital	https://ror.org/03ymy8z76	Taipei Veterans General Hospital	3	True
628	78	European Union’s Horizon 2020 research and innovation programme	https://ror.org/042k5q325	European Metrology Programme for Innovation and Research	3	False
629	78	Fonds National de la Recherche Luxembourg	https://ror.org/039z13y21	National Research Fund Luxembourg	3	False
630	78	Mayo Clinic	https://ror.org/02qp3tb03	Mayo Clinic	3	True
631	78	United States-Israel Binational Science Foundation	https://ror.org/00j8z2m73	United States-Israel Binational Science Foundation	3	True
632	77	Agence Nationale de la Recherche (ANR)	https://ror.org/00rbzpz17	National Agency for Research	3	False
633	77	Barncancerfonden	https://ror.org/05072yv34	Barncancerfonden	3	True
634	77	Czech Academy of Sciences	https://ror.org/053avzc18	Czech Academy of Sciences	3	True
635	77	Finnish Cultural Foundation	https://ror.org/027xav248	Finnish Cultural Foundation	3	True
636	77	Helmholtz Association	https://ror.org/05sgy1v64	Brussels Office of Helmholtz Association	3	False
637	77	Jane ja Aatos Erkon Säätiö	https://ror.org/03vxy9y38	Jane and Aatos Erkko Foundation	3	False
638	77	Mitacs	https://ror.org/00cjrc276	Mitacs	3	True
639	77	"undefined <span style=""color:gray;font-size:10px;"">undefined</span>"	Error	request parse issue	3	False
640	76	Consejo Superior de Investigaciones Científicas	https://ror.org/02gfc7t72	Consejo Superior de Investigaciones Científicas	3	True
641	76	Deanship of Scientific Research, King Saud University	https://ror.org/02f81g417	King Saud University	3	False
642	76	Division of Integrative Organismal Systems	https://ror.org/01rvays47	Division of Integrative Organismal Systems	3	True
643	76	Estonian Research Council	https://ror.org/00jjeja18	Estonian Research Council	3	True
644	76	FEDER	https://ror.org/0348bpk17	FEDER	3	True
645	76	Intramural VA	https://ror.org/023ny1p48	National Heart, Lung, and Blood Institute Division of Intramural Research	3	False
646	76	Motor Neurone Disease Association	https://ror.org/02gq0fg61	Motor Neurone Disease Association	3	True
647	76	Narodowym Centrum Nauki	https://ror.org/03ha2q922	National Science Center	3	False
648	76	U.S. Food and Drug Administration	https://ror.org/034xvzb47	U.S. Food and Drug Administration	3	True
649	76	United States Department of Defense	https://ror.org/0447fe631	United States Department of Defense	3	True
650	76	Universität Zürich	https://ror.org/02crff812	University of Zurich	3	False
651	75	DIR - Division of Intramural Research	https://ror.org/023ny1p48	National Heart, Lung, and Blood Institute Division of Intramural Research	3	False
652	75	Danmarks Frie Forskningsfond	https://ror.org/05svhj534	Danmarks Frie Forskningsfond	3	True
653	75	Department of Education and Training | Australian Research Council	https://ror.org/02sx0vk32	Department of Education and Training	3	False
654	75	Fondo para la Investigación Científica y Tecnológica	https://ror.org/03sbzv212	Institute for Scientific and Technological Research	3	False
655	75	HHS | NIH | National Institute of Allergy and Infectious Diseases (NIAID)	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	1	False
656	75	Imperial College London	https://ror.org/041kmwe10	Imperial College London	3	True
657	75	Nanyang Technological University	https://ror.org/02e7b5302	Nanyang Technological University	3	True
658	75	National Key Research and Development Project	https://ror.org/005898f12	Project on Organizing, Development, Education, and Research	3	False
659	75	Studienstiftung des Deutschen Volkes	https://ror.org/05xwwfy96	German National Academic Foundation	3	False
660	75	United States Fish and Wildlife Service	https://ror.org/04k7dar27	United States Fish and Wildlife Service	3	True
661	74	Det Frie Forskningsråd	https://ror.org/02regzg56	Danish Council for Independent Research, Society and Business	3	False
662	74	EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Excellent Science | H2020 European Research Council (H2020 Excellent Science - European Research Council)	https://ror.org/0472cxd90	European Research Council	3	False
663	74	Eesti Teadusagentuur	https://ror.org/00jjeja18	Estonian Research Council	3	False
664	74	MEXT | JST | Core Research for Evolutional Science and Technology (CREST)	https://ror.org/048rj2z13	Ministry of Education, Culture, Sports, Science and Technology	3	False
665	74	NCPDCID CDC HHS	https://ror.org/020qj1b53	Helping Hand Society	2	False
666	74	NINDS	https://ror.org/01s5ya894	NINDS	3	True
667	74	Norwegian Research Council	https://ror.org/021yjvj30	Norwegian Seafood Council	3	False
668	74	University of Michigan	https://ror.org/00jmfr291	University of Michigan	3	True
669	74	Uppsala University	https://ror.org/048a87296	Uppsala University	3	True
670	73	111 Project	https://ror.org/05hwn7849	Minnesota Project	3	False
671	73	FISH CRP	https://ror.org/04ynvhd06		3	False
672	73	HHS | NIH | National Cancer Institute (NCI)	https://ror.org/020qj1b53	Helping Hand Society	1	False
673	73	Hrvatska Zaklada za Znanost	https://ror.org/03n51vw80	Croatian Science Foundation	3	False
674	73	National Center for Complementary and Integrative Health	https://ror.org/00190t495	National Center for Complementary and Integrative Health	3	True
675	73	National Institute for Occupational Safety and Health	https://ror.org/0502a2655	National Institute for Occupational Safety and Health	3	True
676	73	Natural Science Foundation of Heilongjiang Province	https://ror.org/00pefnv05	Museum of Heilongjiang Province	3	False
677	72	EC | European Research Council (ERC)	https://ror.org/0472cxd90	European Research Council	3	False
678	72	FONDECYT	https://ror.org/016nafs32	FONDECYT	3	True
679	72	Institute for Basic Science	https://ror.org/00y0zf565	Institute for Basic Science	3	True
680	72	Key Technology Research and Development Program of Shandong	https://ror.org/00ew61678	Strategic Environmental Research and Development Program	3	False
681	71	Chulalongkorn University	https://ror.org/028wp3y58	Chulalongkorn University	3	True
682	71	Directorate for Biological Sciences	https://ror.org/001xhss06	Directorate for Biological Sciences	3	True
683	71	National Natural Sciences Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
684	71	Natural Science Foundation of Guangxi Province	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
685	71	Taipei Medical University	https://ror.org/05031qk94	Taipei Medical University	3	True
686	71	Yonsei University College of Medicine	https://ror.org/00tfaab58	Yonsei University College of Dentistry	3	False
687	70	Department of Biotechnology	https://ror.org/03tjsyq23	Department of Biotechnology	3	True
688	70	Michael Smith Foundation for Health Research	https://ror.org/020x39229	Michael Smith Foundation for Health Research	3	True
689	70	National Cancer Center	https://ror.org/0065zqt33	National Cancer Center	3	True
690	70	Technische Universität München	https://ror.org/02kkvpp62	Technical University of Munich	3	False
691	70	University of Gothenburg	https://ror.org/01tm6cn81	University of Gothenburg	3	True
692	69	Australian Government	https://ror.org/0314h5y94	Australian Government	3	True
693	69	FP7 Health	https://ror.org/0067hwx77	Nanjing Health and Health Commission	3	False
694	69	HHS | NIH | National Institute of Neurological Disorders and Stroke	https://ror.org/01s5ya894	National Institute of Neurological Disorders and Stroke	1	False
695	69	Helmholtz-Gemeinschaft	https://ror.org/0281dp749	Helmholtz Association of German Research Centres	3	False
696	69	NIMH	https://ror.org/021vn9c61	NIMH	3	True
697	69	National Outstanding Youth Science Fund Project of National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
698	69	Office of Public Health Research	https://ror.org/01qtc5416	Federal Office of Public Health	3	False
699	69	Research Foundation Flanders	https://ror.org/03qtxy027	Research Foundation - Flanders	3	False
700	69	Sapienza Università di Roma	https://ror.org/02be6w209	Sapienza University of Rome	3	False
701	69	Stiftelsen för Strategisk Forskning	https://ror.org/044wr7g58	Swedish Foundation for Strategic Research	3	False
702	69	Swedish Foundation for Strategic Research	https://ror.org/044wr7g58	Swedish Foundation for Strategic Research	3	True
703	69	U.S. Department of Health & Human Services | National Institutes of Health (NIH)	Error	No items	1	False
704	69	Wilhelm Sander-Stiftung	https://ror.org/02q83sc19		3	False
705	69	the National Key R&amp;D Program of China	Error	No items	3	False
706	69	the Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
707	68	Carlsbergfondet	https://ror.org/01kpjmx04	Carlsberg Foundation	3	False
708	68	Danish National Research Foundation	https://ror.org/00znyv691	Danish National Research Foundation	3	True
709	68	Earmarked Fund for China Agriculture Research System	https://ror.org/03q83t159	Fund for Scientific Research	3	False
710	68	Fundació la Marató de TV3	https://ror.org/00bh4be42	Catalan Transplant Foundation	3	False
711	68	King Abdulaziz City for Science and Technology	https://ror.org/05tdz6m39	King Abdulaziz City for Science and Technology	3	True
712	68	Natural Science Foundation of Jiangxi Province	https://ror.org/04d8xwh61	Education Department of Jiangxi Province	3	False
713	68	Regione Campania	https://ror.org/02kg21794	Regione Campania	3	True
714	67	Beijing Nova Program	https://ror.org/033pgsq69		3	False
715	67	Biogen	https://ror.org/014rfma52		3	False
716	67	Chinese Scholarship Council	https://ror.org/04atp4p48	China Scholarship Council	3	False
717	67	Key Technologies Research and Development Program	https://ror.org/00ew61678	Strategic Environmental Research and Development Program	3	False
718	67	MIUR	https://ror.org/01ehyh486	MIUR	3	True
719	67	Ministry of Human Resource Development	https://ror.org/048xjjh50	Ministry of Human Resource Development	3	True
720	67	Multiple Sclerosis Society	https://ror.org/043fwdk81	Multiple Sclerosis Society	3	True
721	67	National Multiple Sclerosis Society	https://ror.org/03019wv17	National Multiple Sclerosis Society	3	True
722	67	Six Talent Peaks Project in Jiangsu Province	https://ror.org/04py1g812	Jiangsu Province Hospital	3	False
723	67	Spanish Ministry of Science, Innovation and Universities	https://ror.org/05r0vyz12	Spanish Ministry of Science, Innovation and Universities	3	True
724	66	Commonwealth Scientific and Industrial Research Organisation	https://ror.org/03qn8fb07	Commonwealth Scientific and Industrial Research Organisation	3	True
725	66	Dutch Cancer Society	https://ror.org/0368jnd28	Dutch Cancer Society	3	True
726	66	European Molecular Biology Laboratory	https://ror.org/01yr73893	European Molecular Biology Laboratory	3	True
727	66	Korea Institute of Science and Technology	https://ror.org/05kzfa883	Korea Institute of Science and Technology	3	True
728	66	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Ludwig-Maximilians-Universität München	3	True
729	66	MEXT | JST | Core Research for Evolutional Science and Technology	https://ror.org/048rj2z13	Ministry of Education, Culture, Sports, Science and Technology	3	False
730	66	Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg	https://ror.org/01hc18p32	Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg	3	True
731	66	NIA	https://ror.org/055vs2h16	NIA	3	True
732	66	NIHR Oxford Biomedical Research Centre	https://ror.org/00aps1a34	NIHR Oxford Musculoskeletal Biomedical Research Centre	1	False
733	66	National Science and Technology Major Project of China	https://ror.org/03sfb9j07	China University of Science and Technology	3	False
734	66	Polish National Science Centre	https://ror.org/048zd9m77	Foundation for Polish Science	3	False
735	66	Shenzhen Science and Technology Innovation Commission	https://ror.org/05t4nb462	Guangzhou Science, Technology and Innovation Commission	3	False
736	66	Sigrid Jusélius Foundation	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	True
737	66	Universidad Nacional Autónoma de México	https://ror.org/01tmp8f25	National Autonomous University of Mexico	3	False
738	66	University of Cambridge	https://ror.org/013meh722	University of Cambridge	3	True
739	66	Univerzita Karlova v Praze	https://ror.org/024d6js02	Charles University	3	False
740	65	China Agriculture Research System of MOF and MARA	https://ror.org/02jnxpg76	Ministry of Finance of the People's Republic of China	3	False
741	65	Department for International Development	https://ror.org/042p3e123	Society for International Development	3	False
742	65	Energimyndigheten	https://ror.org/0359z7n90	Energimyndigheten	3	True
743	65	Fundación Científica Asociación Española Contra el Cáncer	https://ror.org/00gxct719	Spanish Association Against Cancer	3	False
744	65	H2020 Marie Sk??odowska-Curie Actions	https://ror.org/02aqv1x10	Marie Curie	3	False
745	65	Janssen Pharmaceuticals	https://ror.org/04yzcpd71		3	False
746	65	Slovak Research and Development Agency	https://ror.org/037nx0e70	Slovak Research and Development Agency	3	True
747	65	University College London	https://ror.org/02jx3x895	University College London	3	True
748	65	Vetenskapsr??det	Error	No items	3	False
749	64	Canada First Research Excellence Fund	https://ror.org/01ktx4s83	Canada First Research Excellence Fund	3	True
750	64	Charles University	https://ror.org/024d6js02	Charles University	3	True
751	64	European Union's Horizon 2020	https://ror.org/0254y9b08		3	False
752	64	Higher Education Discipline Innovation Project	https://ror.org/04ywsnb39	Alexander Foundation for Orthodontic Research and Education	3	False
753	64	Junta de Andalucía	https://ror.org/01jem9c82	Junta de Andalucía	3	True
754	64	Ministry of Business, Innovation and Employment	https://ror.org/02jtq1b51	Ministry of Business, Innovation and Employment	3	True
755	64	UKRI | Medical Research Council (MRC)	https://ror.org/05g7zxm15		3	False
756	64	Universiti Putra Malaysia	https://ror.org/02e91jd64	Universiti Putra Malaysia	3	True
757	63	Agència de Gestió d&apos;Ajuts Universitaris i de Recerca	Error	No items	3	False
758	63	Jane and Aatos Erkko Foundation	https://ror.org/03vxy9y38	Jane and Aatos Erkko Foundation	3	True
759	63	Ministerio de Ciencia e Innovaci??n	https://ror.org/05r0vyz12		3	False
760	63	Ministry of Agriculture, Food and Rural Affairs	https://ror.org/009g8rq41	Ministry of Agriculture, Food and Rural Affairs	3	True
761	63	National Science Fund for Distinguished Young Scholars	https://ror.org/05eg49r29	Bulgarian Science Fund	3	False
762	63	Office of Extramural Research, National Institutes of Health	https://ror.org/05aq6yn88	Office of Extramural Research	3	False
763	63	Verband der Chemischen Industrie	https://ror.org/00kvk1853	Verband der Chemischen Industrie	3	True
764	62	Croatian Science Foundation	https://ror.org/03n51vw80	Croatian Science Foundation	3	True
765	62	Eidgenössische Technische Hochschule Zürich	https://ror.org/05a28rw58	ETH Zurich	3	False
766	62	Prostate Cancer Foundation	https://ror.org/01npwtv09	Prostate Cancer Foundation	3	True
767	62	Science and Technology Program of Guangzhou	https://ror.org/01dan7p53	Guangzhou Vocational College of Science and Technology	3	False
768	62	Stanford University	https://ror.org/00f54p054	Stanford University	3	True
769	62	Takeda Pharmaceutical Company	https://ror.org/04hjbmv12	Takeda	3	False
770	61	Astellas Pharma Inc	https://ror.org/04bdk6464		3	False
771	61	BrightFocus Foundation	https://ror.org/03cvfxv40	BrightFocus Foundation	3	True
772	61	DER - Fertility and Infertility Branch (FIB)	https://ror.org/028zgc806	Isfahan Fertility and Infertility Center	3	False
773	61	Division of Molecular and Cellular Biosciences	https://ror.org/002jdaq33	Division of Molecular & Cellular Biosciences	3	False
774	61	Grants-in-Aid for Scientific Research	https://ror.org/01yv62k92	Aid for Cancer Research	3	False
775	61	Leukemia and Lymphoma Society	https://ror.org/04m0xav37	Leukemia and Lymphoma Society	3	True
776	61	Ministry of Education, Universities and Research	https://ror.org/01gbnem66	Ministry of Research and Universities	3	False
777	61	Ministry of Science and Higher Education	https://ror.org/05dwvd537	Ministry of Science and Higher Education	3	True
778	61	National Research Foundation of South Africa	https://ror.org/0563hxx86	National Kidney Foundation of South Africa	3	False
779	61	Seoul National University Hospital	https://ror.org/01z4nnt86	Seoul National University Hospital	3	True
780	61	U.S. Department of Health &amp; Human Services | NIH | National Institute of Diabetes and Digestive and Kidney Diseases	Error	No items	1	False
781	61	USDA National Institute of Food and Agriculture	https://ror.org/05qx3fv49	National Institute of Food and Agriculture	3	False
782	61	University of Florida	https://ror.org/02y3ad647	University of Florida	3	True
783	60	Gatsby Charitable Foundation	https://ror.org/0290hax27	Gatsby Charitable Foundation	3	True
784	60	Guangzhou Science and Technology Program key projects	https://ror.org/01dan7p53	Guangzhou Vocational College of Science and Technology	3	False
785	60	Ministero dell&apos;Istruzione, dell&apos;Università e della Ricerca	Error	No items	3	False
786	60	National Basic Research Program of China (973 Program)	https://ror.org/05je2tx78	National Center for Immunization and Respiratory Diseases	3	False
787	60	Novartis Pharma	https://ror.org/01a80cj23	Novartis Pharma	3	True
788	60	Taif University	https://ror.org/014g1a453	Taif University	3	True
789	60	West China Hospital, Sichuan University	https://ror.org/007mrxy13	West China Hospital of Sichuan University	3	False
790	59	Carl Tryggers Stiftelse för Vetenskaplig Forskning	https://ror.org/048p4fn82		3	False
791	59	Environmental Protection Agency	https://ror.org/03m8km719	Environmental Protection Agency	3	True
792	59	F. Hoffmann-La Roche	https://ror.org/01mqmer16		3	False
793	59	Health Resources and Services Administration	https://ror.org/0121dpf30	Health Resources and Services Administration	3	True
794	59	Kaohsiung Medical University	https://ror.org/03gk81f96	Kaohsiung Medical University	3	True
795	59	Korea Research Institute of Bioscience and Biotechnology	https://ror.org/03ep23f07	Korea Research Institute of Bioscience and Biotechnology	3	True
796	59	US National Science Foundation	https://ror.org/021nxhr62	U.S. National Science Foundation	3	False
797	59	USDA	https://ror.org/01na82s61	USDA	3	True
798	59	University of Melbourne	https://ror.org/01ej9dk98	University of Melbourne	3	True
799	58	Agricultural Science and Technology Innovation Program	https://ror.org/0335n2618	Jiangsu Agricultural Science and Technology Innovation Fund	3	False
800	58	Bundesministerium für Gesundheit	https://ror.org/05vp4ka74	Bundesministerium für Gesundheit	3	True
801	58	Fundación Ramón Areces	https://ror.org/04ra91131	Fundación Ramón Areces	3	True
802	58	Grains Research and Development Corporation	https://ror.org/02xwr1996	Grains Research and Development Corporation	3	True
803	58	Key-Area Research and Development Program of Guangdong Province	https://ror.org/00swtqp09	Key Laboratory of Guangdong Province	3	False
804	58	Kreftforeningen	https://ror.org/01925vb10	Kreftforeningen	3	True
805	58	Mahidol University	https://ror.org/01znkr924	Mahidol University	3	True
806	58	Merck KGaA	https://ror.org/00s425b94		3	False
807	58	Ministry of Oceans and Fisheries	https://ror.org/00c5s4a53	Ministry of Oceans and Fisheries	3	True
808	58	NICHD	https://ror.org/04byxyr05	Eunice Kennedy Shriver National Institute of Child Health and Human Development	3	False
809	58	Regione Lombardia	https://ror.org/020dw9k11	Regione Lombardia	3	True
810	58	U.S. Department of Health &amp; Human Services | NIH | National Institute on Aging	Error	No items	1	False
811	58	Vedecká Grantová Agentúra MŠVVaŠ SR a SAV	https://ror.org/01pv73b02	Czech Science Foundation	3	False
812	58	the National Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
813	57	American Chemical Society Petroleum Research Fund	https://ror.org/059dqb057	American Chemical Society	3	False
814	57	Fight for Sight	https://ror.org/03133qe46	Fight for Sight	3	True
815	57	Muscular Dystrophy Association	https://ror.org/01frxsf98	Muscular Dystrophy Association	3	True
816	57	Nierstichting	https://ror.org/020k6v967	Nierstichting	3	True
817	57	Steno Diabetes Center Aarhus (SDCA)	https://ror.org/03w7awk87	Steno Diabetes Center	3	False
818	57	Susan G. Komen	https://ror.org/02nadbe75	Susan G. Komen	3	True
819	57	U.S. Fish and Wildlife Service	https://ror.org/04k7dar27	United States Fish and Wildlife Service	3	False
820	57	Vienna Science and Technology Fund	https://ror.org/01f9mc681	Vienna Science and Technology Fund	3	True
821	56	China Medical University Hospital	https://ror.org/0368s4g32	China Medical University Hospital	3	True
822	56	Fundação Oswaldo Cruz	https://ror.org/04jhswv08	Fundação Oswaldo Cruz	3	True
823	56	Helsingin Yliopisto	https://ror.org/040af2s02	Helsingin Yliopisto	3	True
824	56	MOST | National Natural Science Foundation of China (NSFC)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
825	56	National Foundation for Science and Technology Development	https://ror.org/04rw64z44	National Foundation for Science and Technology Development	3	True
826	56	National Key Research and Development Plan	https://ror.org/00zfzef50	National Development and Research Institutes	3	False
827	56	ODCDC CDC HHS	https://ror.org/020qj1b53	Helping Hand Society	2	False
828	56	Sumitomo Foundation	https://ror.org/01nmpj461	Sumitomo Foundation	3	True
829	56	Svenska Sällskapet för Medicinsk Forskning	https://ror.org/0433fd238	Svenska Sällskapet för Medicinsk Forskning	3	True
830	56	US National Institutes of Health	https://ror.org/01cwqze88	National Institutes of Health	3	False
831	56	University of Minnesota	https://ror.org/017zqws13	University of Minnesota	3	True
832	56	University of Washington	https://ror.org/00cvxb145	University of Washington	3	True
833	55	EMBO	https://ror.org/04wfr2810	EMBO	3	True
834	55	Endo Pharmaceuticals Inc.	https://ror.org/01k4vzb64		3	False
835	55	Fundamental Research Funds for Central Universities of the Central South University	https://ror.org/00f1zfq44	Central South University	3	False
836	55	Innovate UK	https://ror.org/05ar5fy68	Innovate UK	3	True
837	55	MEXT | Japan Science and Technology Agency	https://ror.org/00097mb19	Japan Science and Technology Agency	3	False
838	55	Magnus Bergvalls Stiftelse	https://ror.org/040ya8k73	Magnus Bergvalls Stiftelse	3	True
839	55	NIEHS	https://ror.org/00j4k1h63	NIEHS	3	True
840	55	National Institute of Standards and Technology	https://ror.org/05xpvk416	National Institute of Standards and Technology	3	True
841	55	U.S. Department of Health &amp; Human Services | NIH | National Institute of Mental Health (NIMH)	Error	No items	1	False
842	55	U.S. Department of Health &amp; Human Services | NIH | National Institute on Drug Abuse	Error	No items	1	False
843	54	California Institute for Regenerative Medicine	https://ror.org/033m8b439	California Institute for Regenerative Medicine	3	True
844	54	Division of Biological Infrastructure	https://ror.org/04qn9mx93	Division of Biological Infrastructure	3	True
845	54	Higher Education Commission, Pakistan	https://ror.org/038y3sz68	Higher Education Commission	3	False
846	54	Independent Research Fund Denmark	https://ror.org/05svhj534	Independent Research Fund Denmark	3	True
847	54	International Development Research Centre	https://ror.org/0445x0472	International Development Research Centre	3	True
848	54	Japan Society for the Promotion of Science London	https://ror.org/02m7axw05	Japan Society for the Promotion of Science London	3	True
849	54	MRF	https://ror.org/045e0dn59	MRF	3	True
850	54	Ministry of Education, Culture, Sports, Science and Technology of Japan	https://ror.org/048rj2z13	Ministry of Education, Culture, Sports, Science and Technology	3	False
851	54	Ministry of Education, Youth and Sports of the Czech Republic	https://ror.org/04ydcpm48	Ministry of Education, Sports and Youth	3	False
852	54	Ontario Ministry of Health and Long-Term Care	https://ror.org/00tjpb250	Ministry of Health and Long Term Care	3	False
853	54	Strategic Priority Research Program of Chinese Academy of Sciences	https://ror.org/034t30j35	Chinese Academy of Sciences	3	False
854	54	Taishan Scholar Foundation of Shandong Province	https://ror.org/03jjt8440	Government of Shandong Province	3	False
855	54	The Brain Tumour Charity	https://ror.org/01k33dw46	Brain Tumour Charity	3	False
856	54	U.S. Geological Survey	https://ror.org/03eg83y24	Pacific Island Ecosystems Research Center	3	False
857	54	Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii	https://ror.org/01q7jq182	Executive Unit for Financing Higher Education, Research, Development and Innovation	3	False
858	54	Universidad de Buenos Aires	https://ror.org/0081fs513	Universidad de Buenos Aires	3	True
859	53	Canadian Cancer Society Research Institute	https://ror.org/017343w90	Canadian Cancer Society	3	False
860	53	Celgene	Error	No items	3	False
861	53	Chang Gung Medical Foundation	https://ror.org/02verss31	Chang Gung Medical Foundation	3	True
862	53	Charité - Universitätsmedizin Berlin	https://ror.org/001w7jn25	Charité - Universitätsmedizin Berlin	3	True
863	53	German Cancer Aid	https://ror.org/01wxdd722	German Cancer Aid	3	True
864	53	Goddard Space Flight Center NASA	https://ror.org/0171mag52	Goddard Space Flight Center	3	False
865	53	Harvard University	https://ror.org/03vek6s52	Harvard University	3	True
866	53	INSERM	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	False
867	53	Inserm	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	False
868	53	King Abdulaziz University	https://ror.org/02ma4wv74	King Abdulaziz University	3	True
869	53	Leibniz-Gemeinschaft	https://ror.org/01n6r0e97	Leibniz Association	3	False
870	53	Novo Nordisk Foundation Section for Basic Stem Cell Biology	https://ror.org/04txyc737	Novo Nordisk Foundation	3	False
871	53	Shanghai Rising-Star Program	https://ror.org/04aynjg70		3	False
872	53	Türkiye Bilimsel ve Teknolojik Araştirma Kurumu	https://ror.org/04w9kkr77	Scientific and Technological Research Council of Turkey	3	False
873	53	Universitätsklinikum Hamburg-Eppendorf (UKE)	https://ror.org/01zgy1s35	University Medical Center Hamburg-Eppendorf	3	False
