	count	term	ror_id	ror_label	priority	exact_match?	Manual review?	Good?	ror_id	ror_label	notes
749	64	Canada First Research Excellence Fund	https://ror.org/01ktx4s83	Canada First Research Excellence Fund	3	TRUE	No				
259	218	Canada Foundation for Innovation	https://ror.org/000az4664	Canada Foundation for Innovation	3	TRUE	No				
212	280	Canada Research Chairs	https://ror.org/0517h6h17	Canada Research Chairs	3	TRUE	No				
50	1894	Canadian Institutes of Health Research	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	TRUE	No				
223	265	Cancer Prevention and Research Institute of Texas	https://ror.org/0003xa228	Cancer Prevention and Research Institute of Texas	3	TRUE	No				
949	47	Cancer Research Society	https://ror.org/00t38a349	Cancer Research Society	3	TRUE	No				
42	2304	Cancer Research UK	https://ror.org/054225q67	Cancer Research UK	3	TRUE	No				
224	265	Cancerfonden	https://ror.org/0527jb766	Cancerfonden	3	TRUE	No				
190	327	Centers for Disease Control and Prevention	https://ror.org/042twtr12	Centers for Disease Control and Prevention	3	TRUE	No				
195	318	Centre National de la Recherche Scientifique	https://ror.org/02feahw73	Centre National de la Recherche Scientifique	3	TRUE	No				
861	53	Chang Gung Medical Foundation	https://ror.org/02verss31	Chang Gung Medical Foundation	3	TRUE	No				
403	132	Chang Gung Memorial Hospital	https://ror.org/02verss31	Chang Gung Memorial Hospital	3	TRUE	No				
862	53	Charité - Universitätsmedizin Berlin	https://ror.org/001w7jn25	Charité - Universitätsmedizin Berlin	3	TRUE	No				
750	64	Charles University	https://ror.org/024d6js02	Charles University	3	TRUE	No				
968	46	Chiang Mai University	https://ror.org/05m2fqn25	Chiang Mai University	3	TRUE	No				
821	56	China Medical University Hospital	https://ror.org/0368s4g32	China Medical University Hospital	3	TRUE	No				
70	1281	China Postdoctoral Science Foundation	https://ror.org/0426zh255	China Postdoctoral Science Foundation	3	TRUE	No				
85	1027	China Scholarship Council	https://ror.org/04atp4p48	China Scholarship Council	3	TRUE	No				
494	103	Chinese Academy of Medical Sciences	https://ror.org/02drdmm93	Chinese Academy of Medical Sciences	3	TRUE	No				
116	625	Chinese Academy of Sciences	https://ror.org/034t30j35	Chinese Academy of Sciences	3	TRUE	No				
935	48	Christian Doppler Forschungsgesellschaft	https://ror.org/00mv8h305	Christian Doppler Forschungsgesellschaft	3	TRUE	No				
724	66	Commonwealth Scientific and Industrial Research Organisation	https://ror.org/03qn8fb07	Commonwealth Scientific and Industrial Research Organisation	3	TRUE	No				
874	52	Compagnia di San Paolo	https://ror.org/00d1b1c41	Compagnia di San Paolo	3	TRUE	No				
547	91	CONACYT	https://ror.org/00aejfc65	CONACYT	3	TRUE	No				
543	92	Congressionally Directed Medical Research Programs	https://ror.org/03g2zjp07	Congressionally Directed Medical Research Programs	3	TRUE	No				
128	544	Consejo Nacional de Ciencia y Tecnología	https://ror.org/00aejfc65	Consejo Nacional de Ciencia y Tecnología	3	TRUE	No				
512	98	"Consejo Nacional de Humanidades, Ciencias y Tecnologías"	https://ror.org/059ex5q34	"Consejo Nacional de Humanidades, Ciencias y Tecnologías"	3	TRUE	No				
347	154	Consejo Nacional de Investigaciones Científicas y Técnicas	https://ror.org/03cqe8w59	Consejo Nacional de Investigaciones Científicas y Técnicas	3	TRUE	No				
640	76	Consejo Superior de Investigaciones Científicas	https://ror.org/02gfc7t72	Consejo Superior de Investigaciones Científicas	3	TRUE	No				
73	1237	Conselho Nacional de Desenvolvimento Científico e Tecnológico	https://ror.org/03swz6y49	Conselho Nacional de Desenvolvimento Científico e Tecnológico	3	TRUE	No				
222	266	Coordenação de Aperfeicoamento de Pessoal de Nível Superior	https://ror.org/00x0ma614	Coordenação de Aperfeicoamento de Pessoal de Nível Superior	3	TRUE	No				
213	274	Council of Scientific and Industrial Research	https://ror.org/021wm7p51	Council of Scientific and Industrial Research	3	TRUE	No				
764	62	Croatian Science Foundation	https://ror.org/03n51vw80	Croatian Science Foundation	3	TRUE	No				
435	122	Cystic Fibrosis Foundation	https://ror.org/00ax59295	Cystic Fibrosis Foundation	3	TRUE	No				
634	77	Czech Academy of Sciences	https://ror.org/053avzc18	Czech Academy of Sciences	3	TRUE	No				
175	368	Czech Science Foundation	https://ror.org/01pv73b02	Czech Science Foundation	3	TRUE	No				
450	115	Damon Runyon Cancer Research Foundation	https://ror.org/01gd7b947	Damon Runyon Cancer Research Foundation	3	TRUE	No				
970	46	Danish Council for Independent Research	https://ror.org/05svhj534	Danish Council for Independent Research	3	TRUE	No				
708	68	Danish National Research Foundation	https://ror.org/00znyv691	Danish National Research Foundation	3	TRUE	No				
652	75	Danmarks Frie Forskningsfond	https://ror.org/05svhj534	Danmarks Frie Forskningsfond	3	TRUE	No				
536	93	David and Lucile Packard Foundation	https://ror.org/032atxq54	David and Lucile Packard Foundation	3	TRUE	No				
309	177	Defense Advanced Research Projects Agency	https://ror.org/02caytj08	Defense Advanced Research Projects Agency	3	TRUE	No				
468	108	Defense Threat Reduction Agency	https://ror.org/04tz64554	Defense Threat Reduction Agency	3	TRUE	No				
936	48	Deutsche Bundesstiftung Umwelt	https://ror.org/05pmq5w14	Deutsche Bundesstiftung Umwelt	3	TRUE	No				
23	6435	Deutsche Forschungsgemeinschaft	https://ror.org/018mejw64	Deutsche Forschungsgemeinschaft	3	TRUE	No				
301	184	Deutsche Krebshilfe	https://ror.org/01wxdd722	Deutsche Krebshilfe	3	TRUE	No				
246	233	Deutscher Akademischer Austauschdienst	https://ror.org/039djdh30	Deutscher Akademischer Austauschdienst	3	TRUE	No				
553	90	Deutsches Zentrum für Infektionsforschung	https://ror.org/028s4q594	Deutsches Zentrum für Infektionsforschung	3	TRUE	No				
455	113	Diabetes UK	https://ror.org/050rgn017	Diabetes UK	3	TRUE	No				
682	71	Directorate for Biological Sciences	https://ror.org/001xhss06	Directorate for Biological Sciences	3	TRUE	No				
603	82	Doris Duke Charitable Foundation	https://ror.org/04n65rp89	Doris Duke Charitable Foundation	3	TRUE	No				
910	50	Duke University	https://ror.org/00py81415	Duke University	3	TRUE	No				
725	66	Dutch Cancer Society	https://ror.org/0368jnd28	Dutch Cancer Society	3	TRUE	No				
337	162	Dutch Research Council	https://ror.org/04jsz6e67	Dutch Research Council	3	TRUE	No				
68	1303	Economic and Social Research Council	https://ror.org/03n0ht308	Economic and Social Research Council	3	TRUE	No				
371	140	Else Kröner-Fresenius-Stiftung	https://ror.org/03zcxha54	Else Kröner-Fresenius-Stiftung	3	TRUE	No				
833	55	EMBO	https://ror.org/04wfr2810	EMBO	3	TRUE	No				
742	65	Energimyndigheten	https://ror.org/0359z7n90	Energimyndigheten	3	TRUE	No				
30	5429	Engineering and Physical Sciences Research Council	https://ror.org/0439y7842	Engineering and Physical Sciences Research Council	3	TRUE	No				
791	59	Environmental Protection Agency	https://ror.org/03m8km719	Environmental Protection Agency	3	TRUE	No				
271	212	EPA	https://ror.org/03tns0030	EPA	3	TRUE	No				
996	45	Erasmus+	https://ror.org/01v2m4n16	Erasmus+	3	TRUE	No				
643	76	Estonian Research Council	https://ror.org/00jjeja18	Estonian Research Council	3	TRUE	No				
937	48	ETH Zurich	https://ror.org/05a28rw58	ETH Zurich	3	TRUE	No				
103	760	Eunice Kennedy Shriver National Institute of Child Health and Human Development	https://ror.org/04byxyr05	Eunice Kennedy Shriver National Institute of Child Health and Human Development	3	TRUE	No				
71	1268	European Commission	https://ror.org/00k4n6c32	European Commission	3	TRUE	No				
256	222	European Cooperation in Science and Technology	https://ror.org/01bstzn19	European Cooperation in Science and Technology	3	TRUE	No				
498	102	European Foundation for the Study of Diabetes	https://ror.org/05tgz4m05	European Foundation for the Study of Diabetes	3	TRUE	No				
383	138	European Hematology Association	https://ror.org/05hk0hn26	European Hematology Association	3	TRUE	No				
726	66	European Molecular Biology Laboratory	https://ror.org/01yr73893	European Molecular Biology Laboratory	3	TRUE	No				
304	182	European Molecular Biology Organization	https://ror.org/04wfr2810	European Molecular Biology Organization	3	TRUE	No				
9	13335	European Research Council	https://ror.org/0472cxd90	European Research Council	3	TRUE	No				
172	374	European Union	https://ror.org/019w4f821	European Union	3	TRUE	No				
378	139	FAPESP	https://ror.org/02ddkpn78	FAPESP	3	TRUE	No				
644	76	FEDER	https://ror.org/0348bpk17	FEDER	3	TRUE	No				
236	242	Federal Ministry of Education and Research	https://ror.org/04pz7b180	Federal Ministry of Education and Research	3	TRUE	No				
814	57	Fight for Sight	https://ror.org/03133qe46	Fight for Sight	3	TRUE	No				
635	77	Finnish Cultural Foundation	https://ror.org/027xav248	Finnish Cultural Foundation	3	TRUE	No				
359	145	Fogarty International Center	https://ror.org/02xey9a22	Fogarty International Center	3	TRUE	No				
572	87	Fondation ARC pour la Recherche sur le Cancer	https://ror.org/0489qz649	Fondation ARC pour la Recherche sur le Cancer	3	TRUE	No				
577	86	Fondation de France	https://ror.org/02zkxjz73	Fondation de France	3	TRUE	No				
596	83	Fondation Leducq	https://ror.org/01czwga19	Fondation Leducq	3	TRUE	No				
219	270	Fondation pour la Recherche Médicale	https://ror.org/04w6kn183	Fondation pour la Recherche Médicale	3	TRUE	No				
678	72	FONDECYT	https://ror.org/016nafs32	FONDECYT	3	TRUE	No				
229	254	Fondo Nacional de Desarrollo Científico y Tecnológico	https://ror.org/016nafs32	Fondo Nacional de Desarrollo Científico y Tecnológico	3	TRUE	No				
336	163	Fonds de Recherche du Québec - Santé	https://ror.org/02eqrsj93	Fonds de Recherche du Québec - Santé	3	TRUE	No				
146	444	Foundation for the National Institutes of Health	https://ror.org/00k86s890	Foundation for the National Institutes of Health	3	TRUE	No				
997	45	Fund for Scientific Research	https://ror.org/03q83t159	Fund for Scientific Research	3	TRUE	No				
274	209	Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro	https://ror.org/03kk0s825	Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro	3	TRUE	No				
938	48	Fundação de Amparo à Pesquisa do Estado da Bahia	https://ror.org/0473khm44	Fundação de Amparo à Pesquisa do Estado da Bahia	3	TRUE	No				
428	123	Fundação de Amparo à Pesquisa do Estado de Minas Gerais	https://ror.org/00nc55f03	Fundação de Amparo à Pesquisa do Estado de Minas Gerais	3	TRUE	No				
93	885	Fundação de Amparo à Pesquisa do Estado de São Paulo	https://ror.org/02ddkpn78	Fundação de Amparo à Pesquisa do Estado de São Paulo	3	TRUE	No				
822	56	Fundação Oswaldo Cruz	https://ror.org/04jhswv08	Fundação Oswaldo Cruz	3	TRUE	No				
801	58	Fundación Ramón Areces	https://ror.org/04ra91131	Fundación Ramón Areces	3	TRUE	No				
446	116	FWF Austrian Science Fund	https://ror.org/013tf3c58	FWF Austrian Science Fund	3	TRUE	No				
783	60	Gatsby Charitable Foundation	https://ror.org/0290hax27	Gatsby Charitable Foundation	3	TRUE	No				
527	95	Genentech	https://ror.org/04gndp242	Genentech	3	TRUE	No				
939	48	General Secretariat for Research and Technology	https://ror.org/04yeh8h63	General Secretariat for Research and Technology	3	TRUE	No				
220	270	Generalitat de Catalunya	https://ror.org/01bg62x04	Generalitat de Catalunya	3	TRUE	No				
294	193	Generalitat Valenciana	https://ror.org/0097mvx21	Generalitat Valenciana	3	TRUE	No				
421	126	Genome Canada	https://ror.org/029s29983	Genome Canada	3	TRUE	No				
972	46	Georg-August-Universität Göttingen	https://ror.org/01y9bpm73	Georg-August-Universität Göttingen	3	TRUE	No				
562	89	German Academic Exchange Service	https://ror.org/039djdh30	German Academic Exchange Service	3	TRUE	No				
863	53	German Cancer Aid	https://ror.org/01wxdd722	German Cancer Aid	3	TRUE	No				
168	380	German Research Foundation	https://ror.org/018mejw64	German Research Foundation	3	TRUE	No				
264	216	Gordon and Betty Moore Foundation	https://ror.org/006wxqw41	Gordon and Betty Moore Foundation	3	TRUE	No				
940	48	Government of Canada	https://ror.org/010q4q527	Government of Canada	3	TRUE	No				
802	58	Grains Research and Development Corporation	https://ror.org/02xwr1996	Grains Research and Development Corporation	3	TRUE	No				
441	119	Guangdong Science and Technology Department	https://ror.org/00tjzgn92	Guangdong Science and Technology Department	3	TRUE	No				
865	53	Harvard University	https://ror.org/03vek6s52	Harvard University	3	TRUE	No				
503	101	Health Research Board	https://ror.org/003hb2249	Health Research Board	3	TRUE	No				
410	129	Health Research Council of New Zealand	https://ror.org/00zbf3d93	Health Research Council of New Zealand	3	TRUE	No				
793	59	Health Resources and Services Administration	https://ror.org/0121dpf30	Health Resources and Services Administration	3	TRUE	No				
563	89	Helse Sør-Øst RHF	https://ror.org/02qx2s478	Helse Sør-Øst RHF	3	TRUE	No				
823	56	Helsingin Yliopisto	https://ror.org/040af2s02	Helsingin Yliopisto	3	TRUE	No				
555	90	Hjärnfonden	https://ror.org/014btj409	Hjärnfonden	3	TRUE	No				
420	127	Hjärt-Lungfonden	https://ror.org/052261q33	Hjärt-Lungfonden	3	TRUE	No				
379	139	Hoffmann-La Roche	https://ror.org/04seaqh41	Hoffmann-La Roche	3	TRUE	No				
55	1708	Howard Hughes Medical Institute	https://ror.org/006w34k90	Howard Hughes Medical Institute	3	TRUE	No				
584	85	Hungarian Academy of Sciences	https://ror.org/02ks8qq67	Hungarian Academy of Sciences	3	TRUE	No				
656	75	Imperial College London	https://ror.org/041kmwe10	Imperial College London	3	TRUE	No				
846	54	Independent Research Fund Denmark	https://ror.org/05svhj534	Independent Research Fund Denmark	3	TRUE	No				
623	79	Indian Council of Agricultural Research	https://ror.org/04fw54a43	Indian Council of Agricultural Research	3	TRUE	No				
275	208	Indian Council of Medical Research	https://ror.org/0492wrx28	Indian Council of Medical Research	3	TRUE	No				
836	55	Innovate UK	https://ror.org/05ar5fy68	Innovate UK	3	TRUE	No				
345	155	Innovative Medicines Initiative	https://ror.org/019af4n30	Innovative Medicines Initiative	3	TRUE	No				
973	46	Institut National de la Recherche Agronomique	https://ror.org/05y503v71	Institut National de la Recherche Agronomique	3	TRUE	No				
609	81	Institut Pasteur	https://ror.org/0495fxg12	Institut Pasteur	3	TRUE	No				
679	72	Institute for Basic Science	https://ror.org/00y0zf565	Institute for Basic Science	3	TRUE	No				
847	54	International Development Research Centre	https://ror.org/0445x0472	International Development Research Centre	3	TRUE	No				
974	46	International Human Frontier Science Program Organization	https://ror.org/02ebx7v45	International Human Frontier Science Program Organization	3	TRUE	No				
999	45	Iran National Science Foundation	https://ror.org/03sr1ma14	Iran National Science Foundation	3	TRUE	No				
119	602	Israel Science Foundation	https://ror.org/04sazxf24	Israel Science Foundation	3	TRUE	No				
514	98	Italian Association for Cancer Research	https://ror.org/02g2x7380	Italian Association for Cancer Research	3	TRUE	No				
898	51	Jacobs Foundation	https://ror.org/03tj32a09	Jacobs Foundation	3	TRUE	No				
610	81	James S. McDonnell Foundation	https://ror.org/03dy4aq19	James S. McDonnell Foundation	3	TRUE	No				
758	63	Jane and Aatos Erkko Foundation	https://ror.org/03vxy9y38	Jane and Aatos Erkko Foundation	3	TRUE	No				
63	1397	Japan Agency for Medical Research and Development	https://ror.org/004rtk039	Japan Agency for Medical Research and Development	3	TRUE	No				
141	472	Japan Science and Technology Agency	https://ror.org/00097mb19	Japan Science and Technology Agency	3	TRUE	No				
34	3798	Japan Society for the Promotion of Science	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	TRUE	No				
848	54	Japan Society for the Promotion of Science London	https://ror.org/02m7axw05	Japan Society for the Promotion of Science London	3	TRUE	No				
517	97	John Templeton Foundation	https://ror.org/035tnyy05	John Templeton Foundation	3	TRUE	No				
927	49	Johns Hopkins University	https://ror.org/00za53h95	Johns Hopkins University	3	TRUE	No				
753	64	Junta de Andalucía	https://ror.org/01jem9c82	Junta de Andalucía	3	TRUE	No				
794	59	Kaohsiung Medical University	https://ror.org/03gk81f96	Kaohsiung Medical University	3	TRUE	No				
395	134	Karolinska Institute	https://ror.org/056d84691	Karolinska Institute	3	TRUE	No				
331	166	Karolinska Institutet	https://ror.org/056d84691	Karolinska Institutet	3	TRUE	No				
479	107	Kidney Research UK	https://ror.org/02kx7se86	Kidney Research UK	3	TRUE	No				
711	68	King Abdulaziz City for Science and Technology	https://ror.org/05tdz6m39	King Abdulaziz City for Science and Technology	3	TRUE	No				
868	53	King Abdulaziz University	https://ror.org/02ma4wv74	King Abdulaziz University	3	TRUE	No				
372	140	King Abdullah University of Science and Technology	https://ror.org/01q3tbs38	King Abdullah University of Science and Technology	3	TRUE	No				
899	51	King Khalid University	https://ror.org/052kwzs30	King Khalid University	3	TRUE	No				
363	143	King Saud University	https://ror.org/02f81g417	King Saud University	3	TRUE	No				
362	144	Knut and Alice Wallenberg Foundation	https://ror.org/004hzzk67	Knut and Alice Wallenberg Foundation	3	TRUE	No				
976	46	Korea Centers for Disease Control and Prevention	https://ror.org/04jgeq066	Korea Centers for Disease Control and Prevention	3	TRUE	No				
177	363	Korea Health Industry Development Institute	https://ror.org/00fdzyk40	Korea Health Industry Development Institute	3	TRUE	No				
914	50	Korea Institute of Oriental Medicine	https://ror.org/005rpmt10	Korea Institute of Oriental Medicine	3	TRUE	No				
727	66	Korea Institute of Science and Technology	https://ror.org/05kzfa883	Korea Institute of Science and Technology	3	TRUE	No				
795	59	Korea Research Institute of Bioscience and Biotechnology	https://ror.org/03ep23f07	Korea Research Institute of Bioscience and Biotechnology	3	TRUE	No				
804	58	Kreftforeningen	https://ror.org/01925vb10	Kreftforeningen	3	TRUE	No				
405	131	KU Leuven	https://ror.org/05f950310	KU Leuven	3	TRUE	No				
775	61	Leukemia and Lymphoma Society	https://ror.org/04m0xav37	Leukemia and Lymphoma Society	3	TRUE	No				
164	394	Leverhulme Trust	https://ror.org/012mzw131	Leverhulme Trust	3	TRUE	No				
900	51	Lietuvos Mokslo Taryba	https://ror.org/02gs16m83	Lietuvos Mokslo Taryba	3	TRUE	No				
728	66	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Ludwig-Maximilians-Universität München	3	TRUE	No				
411	129	Lund University	https://ror.org/012a77v79	Lund University	3	TRUE	No				
84	1042	Lundbeck Foundation	https://ror.org/03hz8wd80	Lundbeck Foundation	3	TRUE	No				
838	55	Magnus Bergvalls Stiftelse	https://ror.org/040ya8k73	Magnus Bergvalls Stiftelse	3	TRUE	No				
805	58	Mahidol University	https://ror.org/01znkr924	Mahidol University	3	TRUE	No				
406	131	Marie Curie	https://ror.org/02aqv1x10	Marie Curie	3	TRUE	No				
928	49	Massachusetts General Hospital	https://ror.org/002pd6e78	Massachusetts General Hospital	3	TRUE	No				
270	213	Max Planck Society	https://ror.org/01hhn8329	Max Planck Society	3	TRUE	No				
630	78	Mayo Clinic	https://ror.org/02qp3tb03	Mayo Clinic	3	TRUE	No				
17	9115	Medical Research Council	https://ror.org/03x94j517	Medical Research Council	3	TRUE	No				
520	96	Medical Research Foundation	https://ror.org/05q2q3076	Medical Research Foundation	3	TRUE	No				
879	52	Medical University of Vienna	https://ror.org/05n3x4p02	Medical University of Vienna	3	TRUE	No				
688	70	Michael Smith Foundation for Health Research	https://ror.org/020x39229	Michael Smith Foundation for Health Research	3	TRUE	No				
118	606	Ministerio de Ciencia e Innovación	https://ror.org/05r0vyz12	Ministerio de Ciencia e Innovación	3	TRUE	No				
978	46	Ministerio de Ciencia y Tecnología	https://ror.org/02vp8jr44	Ministerio de Ciencia y Tecnología	3	TRUE	No				
134	499	"Ministerio de Ciencia, Innovación y Universidades"	https://ror.org/05r0vyz12	"Ministerio de Ciencia, Innovación y Universidades"	3	TRUE	No				
730	66	"Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg"	https://ror.org/01hc18p32	"Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg"	3	TRUE	No				
144	451	Ministero della Salute	https://ror.org/00789fa95	Ministero della Salute	3	TRUE	No				
290	195	Ministerstwo Nauki i Szkolnictwa Wyższego	https://ror.org/05dwvd537	Ministerstwo Nauki i Szkolnictwa Wyższego	3	TRUE	No				
760	63	"Ministry of Agriculture, Food and Rural Affairs"	https://ror.org/009g8rq41	"Ministry of Agriculture, Food and Rural Affairs"	3	TRUE	No				
754	64	"Ministry of Business, Innovation and Employment"	https://ror.org/02jtq1b51	"Ministry of Business, Innovation and Employment"	3	TRUE	No				
158	410	Ministry of Education	https://ror.org/03m01yf64	Ministry of Education	3	TRUE	No				
91	943	"Ministry of Education, Culture, Sports, Science and Technology"	https://ror.org/048rj2z13	"Ministry of Education, Culture, Sports, Science and Technology"	3	TRUE	No				
901	51	Ministry of Food and Drug Safety	https://ror.org/01f7dp456	Ministry of Food and Drug Safety	3	TRUE	No				
612	81	Ministry of Health	https://ror.org/03mcwam86	Ministry of Health	3	TRUE	No				
179	350	Ministry of Health and Welfare	https://ror.org/00vxgjw72	Ministry of Health and Welfare	3	TRUE	No				
719	67	Ministry of Human Resource Development	https://ror.org/048xjjh50	Ministry of Human Resource Development	3	TRUE	No				
807	58	Ministry of Oceans and Fisheries	https://ror.org/00c5s4a53	Ministry of Oceans and Fisheries	3	TRUE	No				
777	61	Ministry of Science and Higher Education	https://ror.org/05dwvd537	Ministry of Science and Higher Education	3	TRUE	No				
398	133	Ministry of Science and ICT	https://ror.org/01wpjm123	Ministry of Science and ICT	3	TRUE	No				
160	406	Ministry of Science and Technology	https://ror.org/02b207r52	Ministry of Science and Technology	3	TRUE	No				
200	309	Ministry of Science and Technology of the People's Republic of China	https://ror.org/027s68j25	Ministry of Science and Technology of the People's Republic of China	3	TRUE	No				
430	123	"Ministry of Trade, Industry and Energy"	https://ror.org/008nkqk13	"Ministry of Trade, Industry and Energy"	3	TRUE	No				
929	49	Monash University	https://ror.org/02bfwt286	Monash University	3	TRUE	No				
881	52	Morris Animal Foundation	https://ror.org/05pg13f04	Morris Animal Foundation	3	TRUE	No				
646	76	Motor Neurone Disease Association	https://ror.org/02gq0fg61	Motor Neurone Disease Association	3	TRUE	No				
414	128	MRC	https://ror.org/04c466w42	MRC	3	TRUE	Yes	No	https://ror.org/03x94j517	Medical Research Council	
815	57	Muscular Dystrophy Association	https://ror.org/01frxsf98	Muscular Dystrophy Association	3	TRUE	No				
466	109	Naito Foundation	https://ror.org/02s016q17	Naito Foundation	3	TRUE	No				
657	75	Nanyang Technological University	https://ror.org/02e7b5302	Nanyang Technological University	3	TRUE	No				
566	89	Narodowe Centrum Badań i Rozwoju	https://ror.org/05pwfyy15	Narodowe Centrum Badań i Rozwoju	3	TRUE	No				
96	867	Narodowe Centrum Nauki	https://ror.org/03ha2q922	Narodowe Centrum Nauki	3	TRUE	No				
122	574	National Aeronautics and Space Administration	https://ror.org/027ka1x80	National Aeronautics and Space Administration	3	TRUE	No				
281	205	National Breast Cancer Foundation	https://ror.org/0120ky124	National Breast Cancer Foundation	3	TRUE	No				
689	70	National Cancer Center	https://ror.org/0065zqt33	National Cancer Center	3	TRUE	No				
44	2127	National Cancer Institute	https://ror.org/044ybef51	National Cancer Institute	3	TRUE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
97	853	National Center for Advancing Translational Sciences	https://ror.org/04pw6fb54	National Center for Advancing Translational Sciences	3	TRUE	No				
674	73	National Center for Complementary and Integrative Health	https://ror.org/00190t495	National Center for Complementary and Integrative Health	3	TRUE	No				
165	389	National Council for Scientific and Technological Development	https://ror.org/03swz6y49	National Council for Scientific and Technological Development	3	TRUE	No				
186	332	National Eye Institute	https://ror.org/03wkg3b53	National Eye Institute	3	TRUE	No				
825	56	National Foundation for Science and Technology Development	https://ror.org/04rw64z44	National Foundation for Science and Technology Development	3	TRUE	No				
292	194	National Geographic Society	https://ror.org/04bqh5m06	National Geographic Society	3	TRUE	No				
61	1438	National Health and Medical Research Council	https://ror.org/011kf5r70	National Health and Medical Research Council	3	TRUE	No				
432	123	National Health Research Institutes	https://ror.org/02r6fpx29	National Health Research Institutes	3	TRUE	No				
541	93	National Heart Foundation of Australia	https://ror.org/039d9wr27	National Heart Foundation of Australia	3	TRUE	No				
14	10312	National Heart Lung and Blood Institute	https://ror.org/012pb6c26	National Heart Lung and Blood Institute	3	TRUE	No				
234	249	National Human Genome Research Institute	https://ror.org/00baak391	National Human Genome Research Institute	3	TRUE	No				
291	195	National Institute for Health Research	https://ror.org/0187kwz08	National Institute for Health Research	3	TRUE	No				
675	73	National Institute for Occupational Safety and Health	https://ror.org/0502a2655	National Institute for Occupational Safety and Health	3	TRUE	No				
59	1514	National Institute of Allergy and Infectious Diseases	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	3	TRUE	No				
180	350	National Institute of Arthritis and Musculoskeletal and Skin Diseases	https://ror.org/006zn3t30	National Institute of Arthritis and Musculoskeletal and Skin Diseases	3	TRUE	No				
204	305	National Institute of Biomedical Imaging and Bioengineering	https://ror.org/00372qc85	National Institute of Biomedical Imaging and Bioengineering	3	TRUE	No				
245	235	National Institute of Dental and Craniofacial Research	https://ror.org/004a2wv92	National Institute of Dental and Craniofacial Research	3	TRUE	No				
88	1003	National Institute of Diabetes and Digestive and Kidney Diseases	https://ror.org/00adh9b73	National Institute of Diabetes and Digestive and Kidney Diseases	3	TRUE	No				
124	557	National Institute of Environmental Health Sciences	https://ror.org/00j4k1h63	National Institute of Environmental Health Sciences	3	TRUE	No				
120	602	National Institute of Food and Agriculture	https://ror.org/05qx3fv49	National Institute of Food and Agriculture	3	TRUE	No				
43	2181	National Institute of General Medical Sciences	https://ror.org/04q48ey07	National Institute of General Medical Sciences	3	TRUE	No				
194	319	National Institute of Health	https://ror.org/02hssy432	National Institute of Health	3	TRUE	Yes	No	https://ror.org/01cwqze88	United States National Institutes of Health	
90	982	National Institute of Mental Health	https://ror.org/04t0s7x83	National Institute of Mental Health	3	TRUE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
94	882	National Institute of Neurological Disorders and Stroke	https://ror.org/01s5ya894	National Institute of Neurological Disorders and Stroke	3	TRUE	No				
462	111	National Institute of Nursing Research	https://ror.org/01y3zfr79	National Institute of Nursing Research	3	TRUE	No				
840	55	National Institute of Standards and Technology	https://ror.org/05xpvk416	National Institute of Standards and Technology	3	TRUE	No				
79	1113	National Institute on Aging	https://ror.org/049v75w11	National Institute on Aging	3	TRUE	No				
201	306	National Institute on Alcohol Abuse and Alcoholism	https://ror.org/02jzrsm59	National Institute on Alcohol Abuse and Alcoholism	3	TRUE	No				
341	160	National Institute on Deafness and Other Communication Disorders	https://ror.org/04mhx6838	National Institute on Deafness and Other Communication Disorders	3	TRUE	No				
112	675	National Institute on Drug Abuse	https://ror.org/00fq5cm18	National Institute on Drug Abuse	3	TRUE	No				
349	154	National Institute on Minority Health and Health Disparities	https://ror.org/0493hgw16	National Institute on Minority Health and Health Disparities	3	TRUE	No				
15	10302	National Institutes of Health	https://ror.org/01cwqze88	National Institutes of Health	3	TRUE	No				
313	175	National Medical Research Council	https://ror.org/04x3cxs03	National Medical Research Council	3	TRUE	Yes				
721	67	National Multiple Sclerosis Society	https://ror.org/03019wv17	National Multiple Sclerosis Society	3	TRUE	No				
5	22377	National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	TRUE	No				
412	129	National Oceanic and Atmospheric Administration	https://ror.org/02z5nhe81	National Oceanic and Atmospheric Administration	3	TRUE	No				
902	51	National Research Council of Science and Technology	https://ror.org/058rymf81	National Research Council of Science and Technology	3	TRUE	No				
604	82	National Research Council of Thailand	https://ror.org/018wfhg78	National Research Council of Thailand	3	TRUE	No				
149	441	National Research Foundation	https://ror.org/03cpyc314	National Research Foundation	3	TRUE	Yes	No			Cannot determine which of several
38	3363	National Research Foundation of Korea	https://ror.org/013aysd81	National Research Foundation of Korea	3	TRUE	Yes				
453	114	"National Research, Development and Innovation Office"	https://ror.org/03g2am276	"National Research, Development and Innovation Office"	3	TRUE	No				
