_id	name	description	Model	Measurement Technique	Predictions
reframedb_a00203	Screen in Luciferase-expressing E. histolytica protocol	This is a cell based phenotypic screen to find in the ReFRAME library compounds capable of inhibit growth of Entamoeba histolytica strain HM-I:IMSS. The parasite expresses luciferase. Decrease of luminescence signal compared to non-treated parasites will be related to growth inhibition. Purpose Amoebiasis is a neglected disease affecting millions of people worldwide with poor and considerably toxic treatment options. The parasite infects 500 million people annually and causes colitis and liver abscess in over 50 million people a year with an estimated 100,000 deaths, making it a leading cause of parasitic death in humans. In our assay, we identify small molecule inhibitors by measuring the viability of trophozoite-stage E. histolytica. Metronidazol is the standard of care for amoebiasis, and it is used as positive control. Activity is detected by reduction of luminescence signal compared to the negative control DMSO. Protocol Entamoeba histolytica HM-1: IMSS trophozoites stably transfected with a luciferase reporter construct (CS-luc) are cultivated at 37? C in logaritimc phase. The library plates are be kept at -20?C until the day of the experiment, when they are left at RT for 24 hours before plating. The cells are harvest by icing and centrifuged at 1000 rpm for 5 min. The parasites are plated at 384 white plates pinned with the library drugs using a multidrop dispenser at a final volume of 100 uL/well with 3000 parasites per well. Plates are kept in anaerobic chamber (BD GasPaktm EZ) at 37? C. For the read out, plates are kept at RT for 40 min to equilibrate temperature, centrifuged for 10 min at 1000 rpm, the media is aspirated using the ELX405 microplate washer in a aspiration setting. The reagent BrightGlo (Promega) is diluted 1:1 with 1X PBS and also equilibrated to RT. Passed the 40 min, 20 uL/well of the reagent is added to the plates with multidrop. They are read at Tecan M1000PRO between 40-60 min after adding the reagent. Activity of inhibitors is detected by reduction of luminescence signal compared to the negative control DMSO. Readout We are measuring luminescence after addition of BrightGlo (Promega). Signal is proportional to cell viability after exposure with the ReFRAME compounds. Background is the signal with media and reagent. Maximum signal is obtained with cells treated with DMSO.  Detection Method luminescence Detection Reagents BrightGlo Promega Components Laboratory strain Entamoeba histolytica HM-I strain, transfected with CS-luciferase plasmid Drug Concetration 10  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Cell based phenotypic screening', 'Luciferase assay', 'Luminescence measurement', 'High-throughput screening', 'Cell culture maintenance', 'Transfection', 'Compound screening', 'Cell viability assay']
reframedb_a00414	HTS screening for MEF2C transcriptional activators in hiPSC-derived neurons	Luciferase-based screening of MEF2C transcriptional activity, using hiPSC-derived neuronal progenitor cells.  Purpose Myocyte enhancer factor 2 (MEF2) is a family of transcription factors that play a role in development, cell differentiation, and organogenesis. Our group previously discovered the Mef2c gene and showed that heterozygosity or brain-specific knockout using a Nestin-Cre driver produces mice with immature electrophysiological network properties, excitatory/inhibitory (E/I) imbalance, and behavioral deficits reminiscent of ASD, and Rett syndrome (RTT) in particular. Recent human genetic studies have established an association between MEF2C mutations and a form of ASD now known as MEF2C Haploinsufficiency Syndrome (MHS). Moreover, MEF2C reportedly functions as a coregulator of ASD-associated gene networks, We have generated human induced pluripotent stem cells (hiPSCs) from MHS patients, and generated neuronal progenitor cells (NPC). Activating the normal copy of MEF2C, may prevent some of the deficiencies observed using this â€œdisease-in-a-dishâ€ disease model. Since MEF2C is a coregulator of ASD-associated gene networks gene in neurodevelopment exerting transcriptional control over many other critical ASD candidate genes, our approach may lead to personalized therapies for multiple forms of ASD. Protocol hiPSCs are differentiated to NPCs using the dual SMAD inhibition protocol. The NPCs are cultures in high density in DMEM/F12 supplemented with BSA, N2 and B27. The cells are cultures on the following substrate: PEI, PDLO and Laminin. Cells are transfected with Luciferase-MEF2C reporter plasmid using electroporation method (Nucleofector, Lonza stem cell transfection kit).  First, Compounds are added to each well at a final concentration of 10uM. Then, cells are added to the 1536 wells, at a concentration of 5,000 cells per well, with a final volume of 5uL. 24 hours later, Luciferase activity is measured using Steady-Glo Luciferase kit (Promega).  Day -1: Coat plates with 6uL of Ornithine Day 0: Bluecat Wash 4x with water and add 6uL of Laminin (can store for up to a week) Day 1: Spin out Laminin on Bluecat wash and seed 5uL of cells and echo cmopounds Day 2: 2uL of steady glo and read  Readout Luciferase activity is measured in the cells, and normalized to untreated cells, and compared to a positive control. Hits that show more than 3-fold increase will be screened further for dose response Detection Method luciferase activity Detection Reagents Steady-Glo (Promega) Components human Drug Concetration 50 nL from 1mM source to 5 ul assay volume = 10 Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}]	['HTS screening', 'Luciferase-based screening', 'hiPSC-derived neuronal progenitor cell culture', 'Electroporation', 'Dual SMAD inhibition protocol', 'Transfection', 'Luciferase activity measurement']
reframedb_a00417	TLR9 inhibitor	Identification of TLR9 inhibitors using a cell-based assay Purpose Endosome maturation is a requirement for endosomal-initiated signaling in response to several stimuli, including the stimulation of the pattern recognition receptor TLR9 by unmethylated bacterial DNA. The activation of nucleic acid-sensing, endosomal TLRs, including TLR9, and late endosomal-TLR9 initiated signaling are central mechanisms in systemic inflammation and autoimmunity. In particular, unrestricted activation of endosomal TLRs is associated with inflammatory pathways that lead to a broad range of disorders including rheumatoid arthritis (RA), SLE, sJIA, type 1 diabetes and ischemia-reperfusion injury. My laboratory has identified the interaction of Munc13-4 with syntaxin 7 as an essential process for the regulation of endosomal TLR activation. We have identified inhibitors of this interaction using a different HTS, and those inhibitors were confirmed using the assay included in this proposal. Now, we propose a high-throughput screening (HTS) to identify, general, novel inhibitors of TLR9 activation. We anticipate that the newly identified inhibitors will prevent late endosomal maturation and decrease inflammation by impairing TLR9-dependent signaling pathways. The objective of this proposal is to utilize HTS approaches to identify small-molecule inhibitors of TLR9 activation for use in already available, downstream immune cell-based assays, and to downregulate systemic inflammation. Our long-term goal is to control TLR9 endosomal signaling to decrease inflammation associated with human disease. Protocol In our assay, we study TLR9 activation using HEK-Blueâ„¢-hTLR9 cells (InvivoGene). These cells  were obtained by co-transfection of the human TLR9 gene and an inducible SEAP (secreted embryonic alkaline phosphatase) reporter gene into HEK293 cells. The SEAP gene is under the control of the IFN-Î² minimal promoter fused to five NF-ÎºB and AP-1-binding sites. Stimulation with a TLR9 ligand activates NF-ÎºB and AP-1 which induces the production and secretion of alkaline phosphatase. Levels of secreted alkaline phosphatase in the culture medium are detected using HEK-Blueâ„¢ Detection system, a colorimetry reaction that is read at (OD) 620-655 nm.  Protocol: Seed 10K HEK-blue hTLR9 cells, in 48 Âµl volume, in normal growth media, onto pre-spotted plate Incubate for 1 hour at 37Â°C Using OT-2 robot, add 2 Âµl of TLR9 agonist CpGB ODN 2006 at 12.5 Âµg/mL final concentration Incubate for 8h at 37Â°C in CO2 incubator Transfer 5 Âµl of supernatant for colorimetric reaction into plate containing 45 Âµl QuantiBlue Incubate the plate at 37Â°C for color development Read plate at 15â€™, 30â€™ and 1 hour in EnVision plate reader (OD) 620-655 nm.   This protocol has been successfully utilized to screen selective compounds and derivatives from the Mybridge library.   Readout The method is based on the quantitative analysis of secreted alkaline phosphatase which is proportional to the level of activation of TLR9 after CpG induction. We have optimized the system to provide consistent response after 8-hour activation by CpG. Longer incubation times increase the levels of secreted AP maintaining the correlation between stimulation and secretion and the ratio between stimulated and unstimulated samples. Positive controls are included utilizing known inhibitors of late endosomal maturation (chloroquine), which prevents TLR9 maturation and activation.  Intra- and inter-run variations, including well to well, plate to plate, and day to day variability will be calculated. The average Z-factor for the full screen and for individual plates will be calculated during all screenings to ensure high performance and low intra- and inter-run variations. Detection Method colorimetric reaction Detection Reagents Quanti-Blue Solution (Invivogen). A colorimetric enzyme assay to determine alkaline phosphatase (AP) activity in a biological sample. Components HEK-BLUE 293 human cells, CpG (synthetic oligodeoxynucleotide). Drug Concetration 10  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell-based'}]	['High-throughput screening (HTS)', 'Colorimetric reaction', 'Inducible SEAP reporter gene assay', 'EnVision plate reader']
reframedb_a00334	Drug discovery on Pathogenic Balamuthia mandrillaris.	Balamuthia mandrillaris (CDC;V039, ATCC 50209) - Mandrill isolate, San Diego, CA, 1986. Phenotypic luminescence screening to identify novel molecules of interest. Purpose Balamuthia species cause a >95% fatal brain disease known as Balamuthia Amoebic Encephalitis (BAE) and also cutaneous lesions. Current therapeutics are not effective as they were never optimized as amoebacidal drugs. They are currently used because they have been identified to have some level of activity against these opportunistic parasites. Balamuthia has been found to encyst within tissues, being further problematic in the treatment of this disease. Identification of new drugs and or scaffolds would significantly improve the field for research and or treatments. No large drug screening methodology has previously been developed due to long doubling times of this parasite and the difficulty in axenic culture adaptation. We are one of a handful of labs in the world to be able to axenically culture this organism and expand cultures to be able to do high throughput screening.  Protocol Calibr plates will be prespotted with drug and sent frozen to UGA. Plates will be allowed to thaw at room temperature overnight. Plates will be centrifuged at 4000 rpm for 1 minute. Using the Biomek NXP 40 µl of 1x105 cells/ml B. mandrillaris will be seeded into the 384 well white, TC treated plates (Corning 3570 flat bottom) and incubated for 72 hours. At the 72 hour time point 10 µl of Promega's CellTiter-Glo 2.0 will be added to every well. Plates will be shaken for 2 minutes to induce cell lysis and be allowed to sit for 10 minutes to stabilise the luminescent signal. The luminescent signal will be read using the SpectraMax I3X system (Molecular Devices). Readout Luminescence Detection Method the luminescent signal will be read using the spectramax i3x system (molecular devices). all controls and blanks will be included on each plate and normalized prior to exportation by the spectramax software.  Detection Reagents Promega's CellTiter-Glo 2.0. Components Balamuthia mandrillaris (CDC;V039, ATCC 50209) phenotypic trophozoite assay. Drug Concetration 5  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}, {'name': 'phenotypic'}]	['Phenotypic luminescence screening', 'High throughput screening', 'Axenic culture adaptation', 'Biomek NXP', 'CellTiter-Glo 0 assay', 'SpectraMax I3X system']
reframedb_a00436	Osteoblast Differentiation	Identification of small molecules capable of stimulating mesenchymal stem cells to differentiate into osteoblasts. Purpose Identifying small molecules that stimulate mesenchymal stem cells (MSCs) to differentiate into osteoblasts is a potential strategy for bone repair. Smoothened agonist (SAG) and purmorphamine are identified small molecules that induce osteoblast markers in MSCs as part of the hedgehog pathway. This 384 well assay identifies osteoblast differentiation stimulators by measuring the alkaline phosphatase, a characteristic marker of active osteoblasts, using the AttoPhos AP fluorescent substrate system. An increase in signal corresponds to the differentiation from MSC to active osteoblast.  Protocol Compounds and controls are pre-spotted onto black, clear bottom 384-well microtiter plate at 1 ÂµM for primary screen and 20 ÂµM highest concentration of dose responsive confirmation assays. 50 uL of C3H10T1/2 cells at 2,500 cells/well density are plated and incubated for 144 hours (6 days). Following incubation, media is removed, and 20 uL of BME media without serum is added followed by 4 uL of passive lysis buffer and a 5 minute incubation period. 4 uL of AttoPhos (1 mM) is added, incubated at room temperature for 15 minutes and then the fluorescence is read using an excitation wavelength of 420 nm and an emission wavelength of 560 nm.  Readout AttoPhos is added to each well 144 hours after treatment, and after the cells have been lysed using the passive lysis buffer and the fluorescent signal is measured. The fluorescent signal is based on the amount of alkaline phosphatase present from the cells. Alkaline phosphatase is a characteristic marker of active osteoblasts. Data is normalized based on robust z-score and hits are selected with RBZ > 3.   Detection Method fluorescence. ex: 420, em: 560 Detection Reagents AttoPhos AP Fluorescent Substrate System Components C3H10T1/2 cells, AttoPhos, Passive cell lysis buffer, Osteoblast differentiation medium (control), SAG (control), Purmorphamine (control) Drug Concetration 1  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}]	['384 well assay', 'Fluorescence measurement', 'Cell culture', 'High throughput screening', 'Data normalization']
reframedb_a00463	Enabled to run protease and polymerase inhibitor assays for COVID-19	Not known Purpose Not known Protocol Not known Readout Not known Detection Method not known Detection Reagents Not known Components Not known Drug Concetration 10 Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'not known'}]	['Protease inhibitor assay', 'Polymerase inhibitor assay']
reframedb_a00460	Inhibit COVID-19 replication in cells	Not known Purpose Not known Protocol Not known Readout Not known Detection Method not known Detection Reagents Not known Components Not known Drug Concetration 10 Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'not known'}]	['Inhibition of COVID-19 replication in cells', 'Drug concentration at 10 µM']
reframedb_a00464	Replicon and Reporter (COVID-19)	Not known Purpose Not known Protocol Not known Readout Not known Detection Method not known Detection Reagents Not known Components Not known Drug Concetration 10 Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'not known'}]	['Replicon assay', 'Reporter assay', 'Drug concentration assay']
reframedb_a00544	SARS-CoV-2 Mpro (main protease) inhibition high-throughput screen	Primary high-throughput FRET-based screen for the inhibition of the SARS-CoV-2 Main protease for the identification of therapeutics against COVID-19. Purpose SARS-CoV-2 is the cause of the COVID-19 pandemic. The main protease (Mpro) of SARS-CoV-2 cleaves viral polyprotein to form functional viral proteins. Targeting of proteases has been effective for other viruses notably HIV and hepatitis. Thus, targeting of the SARS-CoV-2 Mpro is hypothesized to inhibit viral activity. This primary screen will identify new hit compounds which will be validated and screened in subsequent viral replication assays. Protocol Library was ordered and plated into black opaque 384-well plates (Greiner 781209) at 100nL of 10mM in DMSO. 10uL of diluted Mpro (80nM final concentration in reaction buffer: 20mM Tris pH 7.8, 150mM NaCl, 1mM EDTA, 1mM DTT, 0.05% Triton X-100) was added with a MultiFlo FX liquid dispenser using a 5ÂµL cassette. Compounds were incubated with Mpro for 10 minutes at RT after which 10uL of substrate (8uM final concentration of either Ac-VKLQ-AFC or Ac-Abu-Tle-Leu-Gln-AFC) was dispensed into the plate and read using a Cytation 5 multi-mode reader immediately at 380/20 nm excitation and 500/20 nm emission wavelengths every 5 minutes for 30 minutes. Ac-Val-Lys-Leu-Gln-AFC and Ac-Abu-Tle-Leu-Gln-AFC fluorogenic substrates were monitored at 380/20 nm excitation and 500/20 nm emission wavelengths. Assay conditions were at room temperature (25Â°C) for all assays. Readout High-throughput screen of Mpro hydrolysis activity normalized to vehicle control Detection Method ac-val-lys-leu-gln-afc and ac-abu-tle-leu-gln-afc fluorogenic substrates are monitored at 380/20 nm excitation and 500/20 nm emission wavelengths at 5 min intervals over 30 min using a cytation 5 microplate reader. Detection Reagents Ac-Val-Lys-Leu-Gln-AFC and Ac-Abu-Tle-Leu-Gln-AFC Components Recombinant SARS-CoV-2 main protease (no live viral particles used) Drug Concetration 100 nL for 20 Î¼L assay volume at 50 Î¼M	gpt-3.5-turbo	[{'name': 'biochemical high throughput screen'}]	['High-throughput FRET-based screen', 'Liquid dispensing', 'Fluorogenic substrate monitoring', 'Multi-mode reader', 'Recombinant protein expression', 'Drug concentration measurement']
reframedb_a00465	ACE2 probe displacement assay JN-1921	Ligand displacement assay for discovery of binders to ACE2 which inhibit the binding of COVID-19 spike protein  Purpose a luminescence-based assay that measures the displacement of a small-molecule probe from a binding site on a target protein of interest. Protocol HEK293 cells that inducible over-express the target protein are plated in 384-well plates and expression is induced for 24 hours.  Media is exchanged for media containing both the photocrosslinker probe and a potential small molecule binder from a HTS library. After 1 hour, cells are photocrosslinked, residual small molecule and photocrosslinker probe is washed away, cells are lysed, biotin moiety is clicked onto the alkyne probe, target protein is captured, extent of covalent modification is quantified by a luminescence-based readout. Readout Loss of covalent modification of the target protein by the photocrosslinker probe indicates that the small molecule of interest has bound to the target protein and displaced the photocrosslinker probe. Detection Method luminescence  Components HEK293 (human) cells Drug Concetration 90 nL of stock to create 22.5uL of 40 Ã‚ÂµM intermediate, transfer 6.25uL for the top dose (10 Ã‚ÂµM) of the dose titration 	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence-based assay', 'Probe displacement assay', 'Photocrosslinking', 'High-throughput screening (HTS)', 'Click chemistry', 'Covalent modification quantification']
reframedb_a00505	Cell Viability Counterscreen for the SARS-CoV2 3CLpro Protease Inhibitor Assay	Secondary assay for the identification of off target hits from the SARS-CoV2 3CLpro protease assay using luminescence viability assay. Purpose Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the 3CLpro, alleviate some immune system dampening. This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the 3CLpro primary cell based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using no cells (high control) vs cells treated with vehicle only (low control).  Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. no cells (high control). Detection Method luminescence  Detection Reagents CellTiter-Glo (Promega) Components HEK293T cells, plasmids expressing SARS-CoV2-3CLpro, Split Firefly luciferase reporter containing SARS-CoV2 3CLpro cleavage target peptide Drug Concetration 5nL at 10mM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence viability assay', 'Cell transfection', 'Cell plating', 'Incubation', 'Luciferase substrate addition', 'Luminescence reading', 'Normalization', 'Detection using CellTiter-Glo', 'Reporter output measurement']
reframedb_a00487	Cell Viability Counterscreen for the SARS-CoV2 Protease Inhibitor Assay	Secondary assay for A00461: the identification of off target hits from the SARS-CoV2 papain-like protease assay using luminescence viability assay. Purpose Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the PLpro, alleviate some immune system dampening. This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the PLpro primary cell based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using doxorubicin as a known cytotoxic agent (high control) vs cells treated with vehicle only (low control). Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. Doxorubicin treated cells (high control). Detection Method luminescence  Detection Reagents CellTiter-Glo (Promega) Components HEK293T cells, plasmids expressing SARS-CoV2-PLpro, Split Firefly luciferase reporter containing SARS-CoV2 PLpro cleavage target peptide Drug Concetration 5nL at 10mM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence assay', 'Cell viability assay', 'Transfection', 'Reporter assay', 'Incubation', 'Plate reader analysis.']
reframedb_a00545	SARS-CoV-2 ReFrame initial screen A549-hACE2 cells	Secondary Assay (subset screen) Nanoluciferase reporter-based primary screen to identify compounds that inhibit SARS-CoV-2, the causative agent of COVID19. Purpose The current outbreak of COVID19 has underscored the lack of available therapeutics to treat coronavirus infections. The goal of this screen is to identify approved and investigational compounds that inhibit SARS-CoV-2 replication. We will use A549 cells that stably overexpress human ACE2, which serves as a receptor for SARS-CoV-2. A549 cells are a lung epithelial carcinoma cell line which is relevant to the biology of this virus since it infects the lungs. The SARS-CoV-2 virus we will use is genetically engineered to express Nanoluciferase, which yields a quantifiable readout that is a linear correlate of viral replication.   Protocol A549-hACE2 cells will be seeded at 2.5 x 104 cells/well in Costar 3603 black wall clear bottom 96 well plates the day before infection. The next day, confluent monolayers will be pre-treated with drugs in 100 uL medium for 2h, infected with MOI 0.025 SARS-CoV2 NanoLuc for 45 minutes, and post-treated with fresh drug in 100uL medium in duplicate. At 48h post-infection, 50 uL NanoGlo substrate will be added to wells, plates incubated 5 minutes, and luminescence recorded using a plate reader. Readout We will record Luminescence 5 minutes after addition of the NanoGlo substrate using a plate reader. We will calculate fold decrease in luminescence units compared to infected, DMSO-treated control wells. Detection Method luminescence readout Detection Reagents Promega Nano-Glo(R) Luciferase Assay (Cat no. N1130) Drug Concetration Since we will be testing a limited number of compounds, we will skip the initial screen and go straight perform the dose response (EC50) and toxicity (CC50) screen of each compound. If the compounds are 10mM stocks, we will need 110 nL @10mM to generate 110 ul @10  Ã‚ÂµM. We will need for plates of this to do pre- and post-treatment (2 plates) x EC50 and CC50 assay (2 plates) = 4 plates total to perform each assay in singulate.  	gpt-3.5-turbo	[{'name': 'cell based'}]	['Nanoluciferase reporter-based screen', 'Cell culture', 'Genetic engineering', 'Quantitative analysis', 'Luminescence measurement', 'Dose response analysis']
reframedb_a00486	SARS-CoV2 3CLPRO Protease Inhibitor	Identification of SARS-CoV2 3CLPRO protease inhibitors by luminescence assay. Purpose Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus. The 3CLpro is the Main protease (also known as Mpro) and is essential for replication. CoV 3CLpro has structural similarity to picornaviral 3Cpro, including those from HAV and Polio. Inhibitors of these picornavirus proteases have been pursued in the clinic. This 1536-well assay will identify inhibitors of the 3CLpro by monitoring the decrease in a firefly luciferase-based cleavage reporter. The luminescence signal is dependent on cleavage by 3CLpro, therefore a decrease in signal will indicate inhibition. Cell viability is controlled by a constitutive Renilla luciferase reporter. Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of One Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout One Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on 3CLpro Fluc signal (low control) vs. EV+ Fluc (high control) Detection Method luminescence  Detection Reagents One Glo (Promega) Components HEK293T cells, plasmids expressing SARS-CoV2-3CLpro, Split Firefly luciferase reporter containing SARS-CoV2 3CLpro cleavage target peptide Drug Concetration 5nL at 10mM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence assay', 'Transfection', 'High-throughput screening', 'Cell-based assay', 'Luciferase assay', 'Inhibitor screening', 'Cell viability assay']
reframedb_a00489	SARS-CoV2 Entry Inhibitor	Identification of SARS-CoV2 spike mediated inhibitors by luminescence assay. Purpose Entry of coronaviruses requires the sequential functions of two subunits of spike protein (S), S1 and S2 on the viral surface. S1 subunit or more precisely a smaller domain in this region called receptor binding domain (RBD) is primarily responsible for binding to functional receptors on target cells. S2 subunit facilitates the fusion of cell membrane with viral membrane, and its efficiency is determined by priming steps by cellular proteases as well as following conformational change. SARS2-CoV, the same as SARS-CoV, uses angiotensin-converting enzyme 2 (ACE2) as a functional receptor for entry. Cleavage of S2’ site in S2 subunit by a serine protease named TMPRSS2 demonstrated a priming function and leads to a more efficient entry mediated by SARS2-CoV S. Therefore, inhibitors that either block the interaction of S1 or RBD with cellular receptors or the fusion mediated by S2 domain could inhibit entry of the virus. This 1536 well assay will identify inhibitors of the S-mediated entry by monitoring the decrease in a firefly luciferase-based reporter delivered by a pseudotyped viral system. The luminescence signal is dependent on entry efficiency mediated by S, therefore a decrease in signal will indicate inhibition.  Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  HEK293 ACE2 expressing cells will be seeded at 2000 cells in 2.5uL of media into each well containing compounds and controls. After 1 hour incubation the pseudo virus particles will be seeded at 2.5uL/well in complete media. After 48 hour incubation, 5 uL of One Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout One Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on Fluc signal from cells plus media plus DMSO (positive) vs. cells plus MLV-SARS2-S Fmut virus infection +DMSO (negative).  Detection Method luminescence  Detection Reagents One Glo (Promega) Components HEK293T-hACE2 cells, Furin-mutated SARS2-S pseudotyped MLV virus Drug Concetration 5nL at 10mM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence assay', 'Luciferase reporter assay', 'Pseudotyped viral system', 'Cell seeding', 'Incubation', 'White 1536-well plate spotting', 'Luminescence reading', 'Normalization', 'Detection using One Glo substrate']
reframedb_a00461	SARS-CoV2 Protease Inhibitor	Identification of SARS-CoV2 papain-like protease inhibitors by luminescence assay. Purpose Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the PLpro, alleviate some immune system dampening. This 384 well assay will identify inhibitors of the PLpro by monitoring the decrease in a firefly luciferase-based cleavage reporter. The luminescence signal is dependent on cleavage by PLpro, therefore a decrease in signal will indicate inhibition. Cell viability is controlled by a constitutive Renilla luciferase reporter. Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of One Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout One Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on PLpro Fluc signal (low control) vs. EV+ Fluc (high control) Detection Method luminescence  Detection Reagents One Glo (Promega) Components HEK293T cells, plasmids expressing SARS-CoV2-PLpro, Split Firefly luciferase reporter containing SARS-CoV2 PLpro cleavage target peptide Drug Concetration 5nL at 10mM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Luminescence assay', 'Cell transfection', 'Cell viability assay', 'High-throughput screening', 'Luciferase reporter assay', 'Luminescence reading', 'Data normalization']
