	name	dup_counts
4684	Binary black-hole simulation SXS:BBH:1972	4
4689	Binary black-hole simulation SXS:BBH:1977	2
4691	Binary black-hole simulation SXS:BBH:1979	2
4692	Binary black-hole simulation SXS:BBH:1980	2
4696	Binary black-hole simulation SXS:BBH:1987	2
4699	Binary black-hole simulation SXS:BBH:1992	2
4700	Binary black-hole simulation SXS:BBH:1994	2
4701	Binary black-hole simulation SXS:BBH:1995	2
4703	Binary black-hole simulation SXS:BBH:1998	2
4704	Binary black-hole simulation SXS:BBH:2000	3
4705	Binary black-hole simulation SXS:BBH:2001	2
4706	Binary black-hole simulation SXS:BBH:2002	2
4709	Binary black-hole simulation SXS:BBH:2005	3
4710	Binary black-hole simulation SXS:BBH:2007	3
4711	Binary black-hole simulation SXS:BBH:2008	2
4712	Binary black-hole simulation SXS:BBH:2009	2
4715	Binary black-hole simulation SXS:BBH:2012	2
4718	Binary black-hole simulation SXS:BBH:2016	2
4719	Binary black-hole simulation SXS:BBH:2017	2
4720	Binary black-hole simulation SXS:BBH:2018	2
4722	Binary black-hole simulation SXS:BBH:2021	2
4725	Binary black-hole simulation SXS:BBH:2026	2
4726	Binary black-hole simulation SXS:BBH:2027	2
4727	Binary black-hole simulation SXS:BBH:2028	2
4728	Binary black-hole simulation SXS:BBH:2029	2
4729	Binary black-hole simulation SXS:BBH:2030	3
4730	Binary black-hole simulation SXS:BBH:2031	3
4731	Binary black-hole simulation SXS:BBH:2032	2
4734	Binary black-hole simulation SXS:BBH:2035	3
4737	Binary black-hole simulation SXS:BBH:2038	2
4738	Binary black-hole simulation SXS:BBH:2039	2
4739	Binary black-hole simulation SXS:BBH:2040	2
4741	Binary black-hole simulation SXS:BBH:2042	2
4742	Binary black-hole simulation SXS:BBH:2043	2
4745	Binary black-hole simulation SXS:BBH:2047	2
4746	Binary black-hole simulation SXS:BBH:2049	2
4748	Binary black-hole simulation SXS:BBH:2051	2
4749	Binary black-hole simulation SXS:BBH:2052	2
4751	Binary black-hole simulation SXS:BBH:2054	2
4754	Binary black-hole simulation SXS:BBH:2060	2
4757	Binary black-hole simulation SXS:BBH:2063	3
4758	Binary black-hole simulation SXS:BBH:2065	2
4759	Binary black-hole simulation SXS:BBH:2067	3
4767	Binary black-hole simulation SXS:BBH:2078	2
4768	Binary black-hole simulation SXS:BBH:2079	2
4769	Binary black-hole simulation SXS:BBH:2080	3
4772	Binary black-hole simulation SXS:BBH:2085	2
4774	Binary black-hole simulation SXS:BBH:2087	2
4776	Binary black-hole simulation SXS:BBH:2090	2
4777	Binary black-hole simulation SXS:BBH:2091	2
4779	Binary black-hole simulation SXS:BBH:2093	3
4780	Binary black-hole simulation SXS:BBH:2094	2
4782	Binary black-hole simulation SXS:BBH:2097	2
4783	Binary black-hole simulation SXS:BBH:2099	2
4784	Binary black-hole simulation SXS:BBH:2100	2
4786	Binary black-hole simulation SXS:BBH:2103	2
4788	Binary black-hole simulation SXS:BBH:2109	2
4790	Binary black-hole simulation SXS:BBH:2113	3
4792	Binary black-hole simulation SXS:BBH:2116	2
4793	Binary black-hole simulation SXS:BBH:2117	3
4798	Binary black-hole simulation SXS:BBH:2123	2
4801	Binary black-hole simulation SXS:BBH:2128	2
4805	Binary black-hole simulation SXS:BBH:2135	2
4806	Binary black-hole simulation SXS:BBH:2136	2
4807	Binary black-hole simulation SXS:BBH:2137	2
4809	Binary black-hole simulation SXS:BBH:2139	4
4815	Binary black-hole simulation SXS:BBH:2146	3
4816	Binary black-hole simulation SXS:BBH:2148	2
4818	Binary black-hole simulation SXS:BBH:2150	2
4821	Binary black-hole simulation SXS:BBH:2153	3
4825	Binary black-hole simulation SXS:BBH:2157	2
4828	Binary black-hole simulation SXS:BBH:2160	2
4835	Binary neutron-star simulation SXS:NSNS:0001	2
4836	Binary neutron-star simulation SXS:NSNS:0002	3
4849	BioTIME	2
4850	BioVAE: a pre-trained latent variable language model for biomedical text mining	2
4865	Bioenergetic cluster analysis –  mitochondrial respiratory control in human fibroblasts	2
4880	Biographische Informationssysteme (DPBs, Digital Knowledge Databases, Virtual Research Environments)	2
4930	Bizarre tail weaponry in a transitional ankylosaur from subantarctic Chile	2
4935	Black-hole neutron-star binary simulation SXS:BHNS:0004	2
4937	Black-hole neutron-star binary simulation SXS:BHNS:0006	3
4974	Bonpreu-Esclat Online Supermarket Products	2
4986	BotHunter: An Approach to Detect Software Bots in GitHub	2
5036	Breast Cancer	2
5043	Brevimyrus niger decontaminated FSCR	2
5047	BridgeDb: Human and SARS-related corona virus gene/protein mapping database derived from Wikidata	2
5067	Brugada ECG analysis	2
5084	Building Occupancy Type Classification Model	2
5508	CB4371 unc-118(e2331)X | 2010-04-14T10:41:03+01:00	2
5583	CB5 unc-7(e5)X | 2010-09-09T15:37:45+01:00	2
5710	CCG Starter Data Kit: Burundi	2
5715	CCG Starter Data Kit: Ethiopia	4
5716	CCG Starter Data Kit: Gambia, The	3
5720	CCG Starter Data Kit: Morocco	3
5721	CCG Starter Data Kit: Mozambique	2
5726	CCG Starter Data Kit: Somalia	2
5728	CCG Starter Data Kit: South Sudan	2
5729	CCG Starter Data Kit: Uganda	3
5735	CCLE	2
5801	CIF 2016 Dataset	2
5802	CIViCmine	15
5805	CLDF Dataset derived from D-PLACE	2
5813	"CLDF dataset derived from Beijing University's ""Chinese Dialect Vocabularies"" from 1964"	2
5822	"CLDF dataset derived from Dellert et al.'s ""NorthEuraLex (Version 0.9)"" from 2020"	2
5833	"CLDF dataset derived from Nagano and Prins' ""rGyalrongic Languages Database"" from 2013"	2
5891	COEMS EU2020 Open Data	2
5896	COMBAT-TB Genome Annotation Graph Database	6
5899	COMP6 (QCArchive View Formatted)	2
5904	CORAL: A corpus of ontological requirements annotated with Lexico-Syntactic Patterns	2
5921	COVID-19 Open Research Dataset (CORD-19)	2
5930	COVID-19 vaccine candidates: Prediction and validation of 174 novel SARS-CoV-2 epitopes	2
5932	COVID-19-Hospitalisierungen in Deutschland	20
5933	COVID-19-Impfungen in Deutschland	21
5934	COVID-19-Todesfälle in Deutschland	3
5948	CPU Benchmarking data collected on CloudLab	3
5949	CRIM1	2
5962	"CS16: Policy for sustainable development ( development of ""Croatian Case Study - Legumes: their potential role in Croatian agricultural production"")"	2
5988	CTR Datasets	2
5989	CTRPv2	4
6037	CaLiGraph - A Large-Scale Semantic Knowledge Graph compiled from Wikipedia Categories and List Pages	4
6038	CaLiGraph - A large-scale semantic knowledge graph compiled from Wikipedia Categories and Listpages	2
6113	CancerMine	3
6118	Cantemist corpus: gold standard of oncology clinical cases annotated with CIE-O 3 terminology	2
6134	Capturing hidden regulation based on noise change of gene expression level from single cell RNA-seq in yeast	2
6141	Carbon and hydrogen isotope fractionation during uncultured aerobic oxidation of short-chain alkanes that discharged from a natural hydrothermal system	2
6181	Case study test system datasheet	2
6191	Casting about in the Dark - Artifact Evaluation	2
6193	Catalan Surveillance Network of SARS-CoV-2 in Sewage	6
6217	Catálogo público de productos de PC Componentes	2
6219	Cause-Effect-Context from Natural Questions (NQ-CE)	2
6316	Characterisation Data - CFRP Composites	4
6317	Characterisation Data - CNT CF CT	2
6338	Characterization of an infectious clone of a novel Coronavirus closely related to Bat coronavirus HKU4 from PRJNA602160	2
6353	Characterization of thermal transport and evolution of Au plasma in ICFexperiments by Thomson scattering - TS data	2
6428	Chlorophyll-a concentrations estimated from particulate absorption coefficients and collocated particulate beam-attenuation coefficients between 620 and 710 nm.	2
6446	Chromsome number evolution in Carex (Cyperaceae)	2
6511	Ciliate otutable from BioMarKs, Malaspina and Tara datasets, and the metadata file	2
6522	Circular Reference Collection	3
6554	Classes of errors in DOI names: output dataset	2
6571	Clear optically matched panoramic access channel technique (COMPACT) for large-volume deep brain imaging	3
6648	Cloud-Repro: Reproducible Workflow on a Public Cloud for Computational Fluid Dynamics	2
6654	Co-authoring graphs of research teams in a laboratory in computer science	2
6659	Co-located Multi-device Audio Experiences Dataset	2
6670	CoPhy: Counterfactual Learning of Physical Dynamics (Benchmark Dataset)	2
6673	CoVaxxy Tweet IDs data set	32
6690	Code and Comments Dataset	4
6712	Code and data required to run examples in MBHdesign description paper	2
6727	Code for GMD publication - Simulated microphysical properties of winter storms from bulk-type microphysics schemes and their evaluation in WRF (v4.1.3) model during ICE-POP 2018	2
6736	Code, data and scripts to study wave dynamics in asymmetric material	2
6782	Collection de romans français du dix-huitième siècle (1750-1800) / Collection of Eighteenth-Century French Novels (1750-1800)	3
6788	Collection of primary literature pdfs from the Goldberg reviews	4
6809	Combat-TB-NeoDB: fostering Tuberculosis research through integrative analysis using graph database technologies.	2
6837	Communication virale dans la publicité au sein des espaces numériques : jeux de données	2
6850	Companion data of a Systematic Mapping Study of Programming Languages for Data-Intensive HPC Applications	2
6859	Comparativa de l'evolució de la incidència de la Covid19-Sars2 a l'Estat Espanyol respecte del conjunt d'Europa	2
6864	Comparative Vocabulary	2
6885	Comparing mail-in self-collected specimens sent via United States Postal Service versus clinic-collected specimens for the detection of Chlamydia trachomatis and Neisseria gonorrhoeae in extra-genital sites data set	2
6904	Comparison of re-called Albacore and Flappie sequences from E. coli K-12 MG1655	2
6981	Compressed Datasets for GNUVID	2
6986	Computation-Ready Experimental Metal-Organic Framework (CoRE MOF) 2019 Dataset	2
6999	Computationally profiling peptide:MHC recognition by T-cell receptors and T-cell receptor-mimetic antibodies	2
7022	Concordance of Bodhgaya sculptures and Cunningham photographic archive	2
7041	Confocal surface texture analysis included in the paper Paixao et al. 2021 - JASr. (supplemental to SOM3)	2
7046	Conformational maps of human 20S proteasomes reveal PA28- and immuno-dependant inter-ring crosstalks	2
7050	Confs N_f=2+1 physical point fullQCD T=230 MeV, lattice = 48^3 x 12	2
7069	Consistent Bondi SPH for frontiers 2022	2
7123	Continuous Foliar Cover of Vegetation for North American Beringia	2
7125	Continuous Non-Functional Requirements: Practices, Opportunities, and Trade-Offs for Small, Agile Organizations	2
7171	Conversational Agents in Software Engineering - Replication Package	2
7208	CoronaCentral	5
7209	Coronavirus Twitter Data: A collection of COVID-19 tweets with automated annotations	2
7210	Coronavirus disease (COVID-19) case data - South Africa	3
7217	Corpus der Entscheidungen des Bundesverfassungsgerichts (CE-BVerfG)	2
7266	CountWordsError	2
7273	Coupled Hydrological and Thermal Models of Rockwall Permafrost	2
7346	Crowdsourced air traffic data from The OpenSky Network 2020	2
7347	Crowdsourced air traffic data from The OpenSky Network 2020 [CC-BY]	2
7352	Cruise data	2
7395	Curated Research on Network Traffic Analysis	3
7406	CusVarDB: A tool for building customized sample-specific variant protein database from Next-generation sequencing datasets	2
7443	Czech Republic results from the monitoring of pesticide residues in food	2
7484	DADA2 formatted 16S rRNA gene sequences for both bacteria & archaea	2
7497	DART-TOFMS of heartwood and xylem anatomy of Afzelia bipindensis and Afzelia pachyloba	2
7538	DCASE 2018, Task 5: Monitoring of domestic activities based on multi-channel acoustics - Development dataset	3
7549	DEAP Default Age Bands	2
7556	DELETE	2
7601	DIY Modifications for Transparent Headphones	2
7627	DNA-seq of Solanum habrochaites PI127826 and LA1777 DNA (part II)	3
7755	DWD European Weather	57
7756	DWD European Weather 2	42
7766	Dados dos inventários da fundação de Vilas e Lugares do Maranhão (BRA)(Século XVIII)	2
7769	Dagstuhl ChoirSet	2
7773	Daily MODIS snow cover maps for the European Alps from 2002 onwards at 250m horizontal resolution along with a nearly cloud-free version	2
7799	Danish results from the monitoring of pesticide residues in food	2
7812	Dartmouth stellar evolution models	2
7815	Data	3
7832	"Data Associated with Manuscript Titled ""Socio-hydrological System in the Remote Arid Highland of Baja California Sur, Mexico"""	2
7839	Data Documentation Erdgas-BRidGE – Input data for modeling the power, building, and gas sector	2
7847	Data For: Where are Mars' Hypothesized Ocean Shorelines? Large Lateral and Topographic Offsets Between Different Versions of Paleoshoreline Maps.	2
7881	Data Set for 'Self-Supervised Machine Learning for Live Cell Imagery Segmentation'	2
7891	Data Set of Playing with Protons	2
7893	Data Set on Chilean Ministers (1990-2014)	3
7895	Data Set on Chilean Undersecretaries (1990-2022)	2
7912	Data Visualization of Weight Sensor and Event Detection of Aifi Store	2
7930	Data amostra do treinamento de uma rede multicamada para a aproximação de funções	3
7943	Data and Code: No support for the genetic hypothesis of the Black-white achievement gap using polygenic scores and tests for divergent selection	2
7976	Data and Weights for Reverse Homology	2
8037	Data and code for: Including random effects in statistical models in ecology: fewer than five levels?	2
8075	Data and model files of dynELMOD used in OSE project	2
8106	"Data and software for Endsley et al. ""Satellite monitoring of global surface soil organic carbon dynamics using the SMAP Level 4 Carbon product"""	2
8109	Data and statistical analysis for: Bacterial nanotubes are a manifestation of cell death	2
8111	Data archive for  'Developmental history, energetic state and choice impulsivity in European starlings, Sturnus vulgaris'	2
8116	Data archive for Pepper, Bateson and Nettle, 'Telomeres as integrative markers of exposure to stress and adversity: A systematic review and meta-analysis'	2
8158	Data citation for a forward stratigraphic-based porosity and permeability model developed for the Volve field, Norway.	2
8238	"Data for ""H2O windows and CO2 radiator fins: a clear-sky explanation for the peak in ECS"""	2
8281	"Data for ""Temporally Variable Stream Width and  Surface Area Distributions in a Headwater Catchment"" by Barefoot et al."	2
8304	Data for 'Impact of Satellite Observations on Forecasting Sudden Stratospheric Warmings'	2
8311	Data for 'Robust Enhancement of Tropical Convective Activity by the 2019 Antarctic Sudden Stratospheric Warming'	2
8322	Data for Aeolian Ripple Migration and Associated Creep Transport Rates	2
8331	Data for CS447 Final Project	2
8382	Data for Paper: Citizen Science Against Globalized Mosquito-Borne Diseases	2
8427	Data for development, evaluation and application of NicheNet	2
8470	"Data for publication ""Sensitivity of precipitation and temperature over Mount Kenya area to physics parameterization options in a high-resolution model simulation performed with WRFV3.8.1"""	4
8517	"Data for the publication  ""The global aerosol-climate model ECHAM6.3-HAM2.3 – Part 2: Cloud evaluation, aerosol radiative forcing and climate sensitivity"""	2
8523	"Data for the publication ""Influence of low-level blocking and turbulence on the microphysics of a mixed-phase cloud in an inner-Alpine valley"""	2
8526	"Data for the publication ""New evidence of soot particles affecting cloud formation and climate"""	2
8542	"Data for: ""Possible link between decadal variability in precipitation in the South China Sea and the North Atlantic Oscillation during the 20th century: A perspective from coral geochemical records"""	2
8589	Data for: Fractional antiferromagnetic skyrmion lattice induced by anisotropic couplings	2
8603	Data for: Linking behavioural type with cannibalism in Eurasian perch	2
8671	"Data from ""Linked Coupled Cluster Monte Carlo"""	2
8711	Data from Pati Cientific 2021-09-06 TD-5	2
9072	Data from: A perspective on hybrid quantum opto- and electromechanical systems	2
13674	Data from: Inferring causalities in landscape genetics: An extension of Wright's causal modeling to distance matrices	2
13809	Data from: International authorship and collaboration in bioRxiv preprints	3
18912	"Data generated by the model presented in the research article entitled ""Simulation of mass and heat transfer in an evaporatively cooled PEM fuel cell"""	2
18949	Data of Eggenberger Andersen et al. 2021	2
18964	Data of Self-Weight Consolidation Process of Water-Saturated Deltas on Mars and Earth	2
18978	Data of q-flux Green's Function experiments and abrupt 4xCO2 simulation with NCAR CAM5_SOM model	2
19012	Data package for opportunistic constant target matchup study	2
19051	"Data relating to ""Star-forming galaxies dominate the diffuse, isotropic gamma-ray background"" DOI: 10.21203/rs.3.rs-106679/v1"	2
19065	Data set	2
19067	Data set - Idealized ridge simulations with ICAR and WRF	2
19073	Data set and code supporting Marshall et al. 2020. No room to roam: King Cobras reduce movement in agriculture.	2
19088	Data set for Global quantitative synthesis of ecosystem functioning across climatic zones and ecosystem types	2
19093	Data set for all Bifurcation diagrams of 'Two-dimensional patterns in dip coating - first steps on the continuation path'	2
19095	Data set for paper on Australian fur seal prey capture and foraging efficiency	2
19150	Data set of paper Model-Driven System-Performance Engineering for Cyber-Physical Systems	2
19216	"Data supplementing article ""Exchange flow and material transport along the salinity gradient in a long estuary"" submitted to the Journal of Geophysical Research: Oceans"	2
19234	"Data supporting the findings of the study: ""Neural correlates of self-other distinction in patients with schizophrenia spectrum disorders: The roles of agency and hand identity"""	2
19250	Data two dimensional Fermi polaron	2
19255	"Data underpinning ""Coupling between cerebral blood flow and cerebral blood volume: Contributions of different vascular compartments"""	2
19274	Data used in paper: Which orographic scales matter most for medium-range forecast skill in the Northern Hemisphere winter?	2
19326	Data: Two-sided profile-based optimality in the stable marriage problem	2
19331	DataCrate Submisssion to the Workshop on Research Objects	2
19373	Data_for_Datong	2
19402	Database for Geng2021WRR	2
19416	Database of (mostly) Roman Findspots	2
19425	Database of Parenthetic Biomedical Abbreviations	2
19429	Database of a pilot USF developed in the Flexsim Healthcare program.	2
19451	Database_of_negative_coordinators	2
19462	Dataset	7
19501	Dataset 1. Validated natural and cryptic mRNA splicing mutations	3
19521	Dataset HD-tDCS	2
19549	Dataset Saminbot un asistente virtual para recolección de datos en tiempos de pandemia del COVID-19 de la ciudad de Cusco-Perú	2
19571	"Dataset accompanying publication: ""Modulation of Cortical Oscillations by Low-Frequency Direct Cortical Stimulation is State-Dependent"""	2
19580	Dataset and R-script for simple mechanistic model of Heracleum sosnowskyi seed dispersal by wind	2
19629	"Dataset for ""A cross–nearest neighbor/Monte Carlo algorithm for single molecule localization microscopy defines interactions between p53, Mdm2, and MEG3"""	2
19655	"Dataset for ""Estimating Contribution of Sea Ice and Land Snow to Climate Sensitivity"""	2
19668	"Dataset for ""Impact of Dust Shortwave Absorbability on the East Asian Summer Monsoon"""	3
19675	"Dataset for ""Long-term fluxes of carbonyl sulfide and their seasonality and interannual variability in a boreal forest"""	2
19689	"Dataset for ""Progessive improvement of the Australian blacklip abalone (Haliotis rubra) genome assembly with Nanopore long reads, hybrid meta assembly and haplotig purging"	2
19704	"Dataset for ""Spin transitions and compressibility of ε-Fe7N3 and γ'-Fe4N"""	2
19747	Dataset for Cushing's and Acromegaly Studies	2
19752	Dataset for Downing test reliability study	2
19759	Dataset for Evolution of Cooperation in Costly Institutions: Red Queen and Black Queen Dynamics in Heterogenous Public Goods	2
19762	Dataset for Eye image effect in the context of pedestrian safety: a French questionnaire study	2
19774	Dataset for H2020 Smartanswer Corrugations Experiment	2
19777	Dataset for Human visual gamma for color hues equated for LGN drive	2
19793	Dataset for Mininig Off-by-One Errors	2
19822	"Dataset for Spence et al., ""Availability of study protocols for randomized trials published in high-impact medical journals: cross-sectional analysis"" (CITATION)"	2
19824	Dataset for Stimulus-specific plasticity in human visual gamma-band activity and functional connectivity	3
19829	Dataset for The Road to Live Programming: Insights From the Practice	2
19869	Dataset for genes and gene variants from familial gastroschisis	3
19889	Dataset for paper: Maturity assessment and maturity models in healthcare: a multivocal literature review	2
19911	"Dataset for the OOPSLA'20 paper ""Regex Matching with Counting-Set Automata"""	2
19931	"Dataset for the paper ""What Code Is Deliberately Excluded from Test Coverage and Why?"", MSR 2021."	2
19944	"Dataset for the research paper ""How and Why Developers Migrate Python Tests from unittest to pytest"""	2
19997	Dataset from : Browsing is a strong filter for savanna tree seedlings in their first growing season	2
20038	"Dataset of ""ARP-T1 is a ciliogenesis protein associated with a novel ciliopathy in inherited basal cell cancer, Bazex-Dupré-Christol Syndrome"""	2
20042	"Dataset of ""Atomic-level description of thermal fluctuations in inorganic lead halide perovskites"" publication"	2
20055	"Dataset of ""Primers or Reminders? The Effects of Existing Review Comments on Code Review"""	3
20080	Dataset of GxE paper	2
20113	Dataset of dv/v and CC	2
20123	Dataset of land uses for the period 1961-2014 (Peyne watershed)	2
20135	"Dataset of paper ""Towards Understanding iOS App Store SearchAdvertising: An Explorative Study"""	2
20155	"Dataset of the journal article ""Spatial Reuse in IEEE 802.11ax WLANs"""	2
20157	"Dataset of the paper ""An Empirical Characterization of Software Bugs in Open-Source Cyber-Physical Systems"""	2
20162	"Dataset of the study ""Exploring the Notion of Risk in Reviewer Recommendation"""	2
20194	"Dataset related to  article ""Next-generation sequencing application to investigate skeletal muscle channelopathies in a large cohort of Italian patients"""	2
20202	"Dataset related to article ""A reduced dose of fluconazole as primary antifungal prophylaxis is not associated with increased risk of invasive fungal infections after allogeneic stem cell transplantation from a HLA identical sibling"""	2
20254	"Dataset related to article ""Low Incidence of SARS-CoV-2 in Patients with Solid Tumours on Active Treatment: An Observational Study at a Tertiary Cancer Centre in Lombardy, Italy"""	2
20439	Dataset: An Open-hardware Platform for MPSoC Thermal Modeling	2
20450	Dataset: Determination of Broadband Complex EM Parameters of Powdered Materials Part A: MCMC-based Two-Port Transmission Line Measurements	2
20457	Dataset: Ethical Issues in Empirical Studies using Student Subjects: Re-visiting Practices and Perceptions	2
20477	Dataset: Local management and landscape composition affect predatory mites in European wine-growing regions	2
20491	Dataset: Quality of Life of Patients with Dementia in Acute Hospitals	2
20516	Dataset:Slab rollback versus delamination: contrasting fates of flat subduction and implications for South China evolution in Mesozoic	2
20525	Datasets	3
20526	Datasets Coronavirus (Cifras totales + Evolución de casos)	2
20527	Datasets NBA UOC Alberto y Sergio	2
20540	"Datasets and results of the paper titled ""Are citation networks relevant to explain academic promotions? An empirical analysis of the Italian national scientific qualification"""	2
20549	"Datasets for ""Assessing satellite derived radiative forcing from snow impurities through inverse hydrologic modelling"""	2
20556	"Datasets for ""Insight into ductular reaction in obstructive biliary disease from a three-dimensional perspective using ex vivo X-ray phase contrast computed tomography"""	2
20577	Datasets for Shambhala harmonization	4
20614	"Datasets of ""The Onset of a Globally Ice-covered State for a Land Planet"""	2
20624	Datasets of kranocytes	3
20626	Datasets of systematic mapping about negative effects of game design elements in digital education/learning gamification systems	2
20651	Dataset for Viscous Dissipation and Apparent Permeability of Gas Flow in Nano-Porous Media	2
20672	"Dati estratti da ""Epidemia COVID-19"", bollettino dell'Istituto Superiore di Sanità (ISS)"	5
20722	Decomposition Tool Validation Dataset 2	2
20724	Deconvolving clinically relevant cellular immune crosstalk from bulk gene expression using CODEFACS and LIRICS	2
20744	Deep statistical solver: AC power flow 14 nodes	2
20763	DeepPredSpeech: computational models of predictive speech coding based on deep learning	2
20769	Defecst4J bugs	4
20797	Deleted	4
20811	Demo NMR record of benzo[a]pyrene	2
20876	Design doctorates undertaken in Portugal	2
20890	Desktoppowersupply_CPU40%load_spectra_9kHz_V1.csv	2
20894	Details of offspring and source data for analysis of metabolic health and dietary preference in a rat model of acute alcohol exposure.	3
20897	Detecting Changes in the Caenorhabditis elegans Intestinal Environment Using an Engineered Bacterial Biosensor	2
20898	Detecting Code Smells in React-based Web Apps	2
20899	Detecting Code Smells in React-based Web Systems	2
20908	Detection of a Timing Channel in an UPPAAL Model of a Cyber-Manufacturing System	2
20929	DevOps Education: An Interview Study of Challenges and Recommendations	3
20930	Developing English courses for beginners with Part of Speech material by using Google Classroom	2
20950	Development of Radix balthica embryos under contrasting temperatures for the duration of their development	2
20954	Development of a Standard Test Method for Characterization of Asphalt Modifiers and Aging-Related Degradation Using an Extensional Rheometer	2
20958	Development of a multivariable risk model integrating urinary peptide metabolites and Extracellular Vesicle RNA data to detect significant prostate cancer	2
21023	Differences in the free energies between the excited states of Abeta40 and Abeta42 monomers encode their aggregation propensities.	2
21071	DigiPhil backup	2
21085	Digital models of test objects captured by RFSAT Ltd using 3D photogrammetry	2
21086	Digital surface model and orthomosaic of the Chã das Caldeiras lava fields (Fogo Island, Cape Verde, December 2016)	2
21191	DistoX2 Calibration Cube Test	2
21192	Distribución porcentual de viajeros y pernoctaciones en cada provincia según comunidad autónoma de procedencia	2
21209	District heating network data for the city of Flensburg from 2014-2016	2
21210	Disturbance results	2
21263	Documentos EVIS 2022	2
21284	Domain shares on Twitter containing news and misinformation	2
21313	Downsampling of CT-Lymph-Node Dataset for Body Part Regression Tutorial	2
21317	Dr.	6
21356	Drought assessment of China in 2002–2017 based on a Detrended Combined Climatological Deviation Index	2
21361	Drug-membrane transfer free energies for coarse-grained trimers and tetramers	2
21369	Dryas octopetala SPAdes preassembly	2
21403	Dutch results from the monitoring of pesticide residues in food	2
21409	Dynamic Evolution of Changbaishan Volcanism in Northeast China Illuminated by Machine Learning	2
21410	Dynamic FRET-FLIM based screens of signal transduction pathways: a feasibility study	2
21430	Dynamics in a stellar convective layer and at its boundary: Comparison of five 3D hydrodynamics codes	2
21432	Dynamics of Phase Separation from Holography	3
21453	EBBINNOT: A Hardware Efficient Hybrid Event-Frame Tracker for Stationary Neuromorphic Vision Sensors	2
21579	EMUE-D4-2-OrificePlate	2
21639	EV Data monitoring	3
21640	EV data monitoring	6
21644	EVALUATION OF RADAR-BASED PRECIPITATION DATASETS FOR APPLICATIONS IN THE LOUISIANA COASTAL MASTER PLAN	2
21674	Early Modern Danish Postils v0.2.0	2
21692	Earthquake Catalogue for: Illuminating the pre-, co-, and post-seismic phases of the 2016 M7.8 Kaikoura earthquake with 10 years of seismicity	3
21693	Earthquake Data around the Palu-Koro fault	3
21696	Earthquakes analyzed through the Environmental Seismic Intensity (ESI) scale	3
21860	Efficient Copolymerization of Acrylate and Ethylene with Neutral P, O-Chelated Nickel Catalysts: Mechanistic Investigations of Monomer In-sertion and Chelate Formation	2
21863	Efficient ensemble data assimilation for coupled models with the Parallel Data Assimilation Framework: Example of AWI-CM  -  output files and plot scripts	2
21883	Eigenmodes for flow past a cylinder	4
21886	Ein Datensatz	2
21894	El verso y el conflicto dramático en La vida es sueño, El alcalde de Zalamea y El mágico prodigioso de Pedro Calderón de la Barca	3
21909	Electrical half hourly raw and cleaned datasets for Great Britain from 2009-11-05	4
21942	Electrophorus voltai SPAdes preassembly	2
21986	Embedding Metadata Shex and Example RDF	2
21995	Emergence timing and voltinism of phantom midges, Chaoborus spp., in the UK., supplementary data	2
22004	Emissions changes in 2020 due to Covid19	3
22152	Epigenomic analysis on the HPRC genome graphs	2
22165	Equipment Sensor Data from Semiconductor Frontend Production	2
22196	Erythroxylum novogranatense Zanfona pass 4	2
22242	Estonian results from the monitoring of pesticide residues in food	2
22306	Evaluation of Materials for Asphalt Mixture Performance, Semi-Circular Bend Field Material	2
22316	Evaluation of the silkworm lemon mutant as an invertebrate animal model for human sepiapterin reductase deficiency	2
22321	Evaluation set DCASE 2020 task 4 (for submissions)	2
22351	EvoBib: A Bibliographic Database for Historical Linguistics	2
22429	Example T2 data acquired on a Philips scanner	2
22448	Example dataset for 18S rRNA microbial community analysis	5
22456	Example input for MAPP workflow	3
22509	Experimental Results and Appendices: Cortical Spectro-Temporal Model (CSTM).	2
22520	Experimental data	2
22589	Exploratory study of Novel Preprocessing Methods	2
22604	Exploring the Security Awareness of the Python and JavaScript Open Source Communities	2
22631	Extended Cookbook Data Extraction and Recommendations	2
22632	"Extended Data for ""Area-based conservation in the 21st century"""	2
22655	Extra-pair paternity explains cooperation among neighbours in a bird	2
22695	FAT or FiTT: Are anvil clouds or the tropopause temperature-invariant? (manuscript data)	3
22705	FDHMF: Experimental Optical Back-to-Back Data Set	2
22746	FM-index of ~400k SARS-CoV-2 genomes	2
22769	FT15  Grenser & Wiesner 6-key fagottino: measurements, photos, endoscopic video	2
22770	FT19 Merklein 8-key tenoroon: measurements, photos, endoscopic video	3
22774	FT31 Tauber (1) 6-key tenoroon: basic data	2
22838	FX1846 tyra-2(tm1846)X | 2010-01-22T15:24:10+00:00	2
22955	Facility ownership and mortality among older adults residing in care homes	2
22963	Fair Data Awareness Survey - Australia - 2017	2
22989	Fast Ion Transport in the Quasi-Single Helical Reversed-Field Pinch Raw Figure Data	2
22995	Fast and sensitive flow-injection mass spectrometry metabolomics by analyzing sample specific ion distributions	2
23030	Fedora and Debian software package dependency networks along with description text associated with nodes	3
23047	Fermi High-Latitude Extended Sources Catalog (FHES)	2
23050	Fernerkundungssurvey	2
23052	Festival of Frequency Measurement 1 October 2019	4
23057	Festival of Frequency Measurement Submission	3
23061	Fictions littéraires de Gallica / Literary fictions of Gallica	2
23076	Field-wide assessment of differential HT-seq from NCBI GEO database	4
23086	Fighting COVID-19 with computational tools: an AI guided review of 17,000 studies - The CSCoV database.	2
